"detail_url","Crop Name","National Code","Variety Name","Original Name","Outstanding Characteristics","Agroecological Zones","Origin/Source","Developing Institute","Breeder(s)/Collaborators","Potential Yield (t/ha)","Year of Release","Year of Registration","Summary Yield (t/ha)"
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=364&cropid=9&task=view","Rice","NGOS-11-63","FUNAABOR-1","UORG 311","Good yield, gold coloured grains with red strips, very high swelling capacity and good nutrient acceptable, excellent stay green attribute, high ratooning ability. (2.7t/ha)","Forest Transition/Derived Savanna","Selection from Farmer's field","FUNAAB (IFSERAR) & NCRI, Badeggi","Showemimo, F.A., Gregorio, G., Maji, A.T., Olowe, V.I.O., Ukwungwu, M.N., Adigbo, S.O., Olaoye, O.J., Akintokun, P.O., Bodunde, J.G., C.A. Awe & Idowu, O.T.H.",2.7,2011,2011,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=365&cropid=9&task=view","Rice","NGOS-11-64","FUNAABOR-2","UORW 111","Good nutrient, yield, pure white, smooth, long, sweet grains, acceptable. (2.5t/ha)","Forest Transition/Derived Savanna","Selection from Farmer's field","FUNAAB (IFSERAR) & NCRI, Badeggi","Showemimo, F.A., Gregorio, G., Maji, A.T., Olowe, V.I.O., Ukwungwu, M.N., Adigbo, S.O., Olaoye, O.J., Akintokun, P.O., Bodunde, J.G., C.A. Awe & Idowu, O.T.H.",2.5,2011,2011,48.4
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=433&cropid=12&task=view","Sorghum","NGSB-11-40","SAMSORG 42","SSV98001","High yielding, large white seeded type. (2.5-3t/ha)","Southern Guinea Savanna","Selection from local germplasm","IAR, Zaria","D. A. Aba, M. A. Yeye, Alhassan U., Ibrahim I.& J. A. Y. Shebayan.",3,2011,2011,51.7
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=434&cropid=12&task=view","Sorghum","NGSB-11-41","SAMSORG 43","SSV98002","High yielding, yellow seed (Pro Vit. A). (2.5-3t/ha)","Southern Guinea Savanna","Selection from local germplasm","IAR, Zaria","D. A. Aba, M. A. Yeye, Alhassan U., Ibrahim I.& J. A. Y. Shebayan.",3,2011,2011,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=435&cropid=12&task=view","Sorghum","NGSB-11-42","SAMSORG 44","SSV20043","High yielding, high CHO (flour). (2-2.5t/ha)","Northern Guinea/ Sudan Savanna","Selection from local germplasm","IAR, Zaria","D. A. Aba, M. A. Yeye, Alhassan U., Ibrahim I.& J. A. Y. Shebayan.",2.5,2011,2011,33.3
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=602&cropid=37&task=view","Kenaf","NGHC-11-02","Ifeken DI 400","IFEHC VI 400","High fiber yield, high core yield, Stalk diameter relatively uniform this enhance mechanical processing, none branching of stalk, day light insensitive. (0.7t/ha)","Rainforest and Southern Guinea Savanna","IAR&T, Ibadan","IAR&T, Ibadan","B.A. Ogunbodede, M. O. Balogun, S.R. Akande & O. N. Adeniyan",0.7,2011,2011,31
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=32&cropid=1&task=view","Cassava","NGME-10-32","UMUCASS 32","NR 01/0004","Early maturing, moderately suitable for intercropping, high yielding, suitable for food and industry and tolerance to drought. (48.4t/ha)","Southern and Northern Guinea Savanna","NRCRI, Umudike","NCRI, Umudike","Dr. Chiedozie N. Egesi, Dr. E. Okogbenin, Dr. F.O. Ogbe, Dr. O.N. Eke-Okoro & Mrs. Sally Njoku",48.4,2010,2010,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=33&cropid=1&task=view","Cassava","NGME-10-33","UMUCASS 33","CR 41-10","Very suitable for intercropping, early maturing, high yielding, suitable for food and industry and tolerance to acidic soils. (46.4t/ha)","Southern and Northern Guinea Savanna","CIAT, Colombia","NCRI, Umudike","Dr. Martin Fregene, Dr. Emmanuel Okogbenin, Dr. Chiedozie N. Egesi, Dr. F.O. Ogbe & Dr. O.N. Eke-Okoro",46.4,2010,2010,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=34&cropid=1&task=view","Cassava","NGME-10-34","UMUCASS 34","TMS 01/0040","Moderate branching that can smother weeds, early maturing, high yielding, suitable for food and industry. (51.7t/ha)","Southern and Northern Guinea Savanna","IITA, Ibadan","NRCRI, Umudike","Dr. A.G.O. Dixon, Dr. Chiedozie N. Egesi, Dr. Emmanuel Okogbenin, Mr. Paul Ilona, Dr. Peter, Kulakow, Dr.F.O. Ogbe & Dr. O. N. Eke-Okoro",51.7,2010,2010,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=35&cropid=1&task=view","Cassava","NGME-10-35","UMUCASS 35","TMS 00/0203","Suitable for smothering weeds in sole cropping, early maturing, high yielding, suitable for food and industry. (43.3t/ha)","Southern and Northern Guinea Savanna","IITA, Ibadan","NRCRI, Umudike","Dr. A.G.O. Dixon, Dr. Chiedozie N. Egesi, Dr. Emmanuel Okogbenin, Mr. Paul Ilona, Dr. Peter, Kulakow, Dr.F.O. Ogbe & Dr. O. N. Eke-Okoro",43.3,2010,2010,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=111&cropid=4&task=view","Soybean","NGGM-10-18","TGx 1987-10F",NA,"Early maturing, high promiscuous, highly resistant to rust, cercospora leaf spot and bacterial pustule. (1.5-2t/ha)","Forest Transition/Derived Savanna and Northern Guinea Savanna","IITA, Ibadan","IITA, Ibadan/NCRI, Badeggi","Dr. Hailu Tefera, Dr. Ranajit, Bandyopadhyay, M.N. Ishaq & Dr. O. Shokalu",2,2010,2010,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=112&cropid=4&task=view","Soybean","NGGM-10-19","TGx 1987-62F",NA,"Early maturing, high promiscuous nodulation, highly resistant to rust, cercospora leaf spot and bacterial pustule. (2.1t/ha)","Forest Transition/Derived Savanna and Northern Guinea Savanna","IITA, Ibadan","IITA, Ibadan/NCRI, Badeggi","Dr. Hailu Tefera, Dr. Ranajit, Bandyopadhyay, M.N. Ishaq & Dr. O. Shokalu",2.1,2010,2010,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=514&cropid=16&task=view","Yam","NGDA-10-17","UMUDa-4","TDa 00/00364","High yielding, good for Amala, pounded yam, frying and boiling. (33.3t/ha)","16 Zones of Nigeria","IITA, Ibadan","NCRI, Umudike","R. Asiedu, C.N. Egesi & J.G. Ikeorgu",33.3,2010,2010,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=515&cropid=16&task=view","Yam","NGDR-10-18","UMUDr-17","TDr 95/19177","High yielding under dry season yam cropping system. (30t/ha)","16 Zones of Nigeria","IITA, Ibadan","NCRI, Umudike","R. Asiedu, E.C. Nwachukwu & J.G. Ikeorgu",30,2010,2010,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=516&cropid=16&task=view","Yam","NGDR-10-19","UMUDr-18","TDr 89/02475","High yielding, pests and diseases tolerant, very good for yam, fufu, frying and boiling. (31t/ha)","16 Zones of Nigeria","NCRI, Umudike","NCRI, Umudike","R. Asiedu, E.C. Nwachukwu & J.G. Ikeorgu",31,2010,2010,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=555&cropid=24&task=view","Cocoa","NGTC-10-7","CRINTc-1",NA,"Early fruiting (one year earlier than the F3 Amazon variety) and high yielding with 'Acceptable Cocoa Base' quality. (1.9- 2.2t/ha)","Humid Forest, Forest Transition/Derived Savanna and Southern Guinea Savanna","CRIN, Ibadan","CRIN, Ibadan","Dr. P. O. Aikpokpodion, Mr. K. Badaru, Mr. B.D. Adewale Dr. A.B. Eskes Mr. L.O. Raji, Dr. J.C. Anikwe, Mr. A.H. Otunonye, Dr. S.O. Agbeniyi & Mr. Ed. Seguine",2.2,2010,2010,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=556&cropid=24&task=view","Cocoa","NGTC-10-8","CRINTc-2",NA,"Early fruiting (one year earlier than the F3 Amazon variety) and high yielding with 'Superior Cocoa Base' quality. (1.94-2.3t/ha)","Humid Forest, Forest Transition/Derived Savanna and Southern Guinea Savanna","CRIN, Ibadan","CRIN, Ibadan","Dr. P. O. Aikpokpodion, Mr. K. Badaru, Mr. B.D. Adewale Dr. A.B. Eskes Mr. L.O. Raji, Dr. J.C. Anikwe, Mr. A.H. Otunonye, Dr. S.O. Agbeniyi & Mr. Ed. Seguine",2.3,2010,2010,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=557&cropid=24&task=view","Cocoa","NGTC-10-9","CRINTc-3",NA,"Highly resistant to Phytophythora pod rot and mirid (Sahlbergella singularis ) Early fruiting (one year earlier than the F3 Amazon variety) and high yielding with 'Superior Cocoa Base' quality. Especially suited to high rainfall areas due to resistance to the black pod disease (Phytophythora pod rot). (1.7-2t/ha)","Humid Forest, Forest Transition/Derived Savanna and Southern Guinea Savanna","CRIN, Ibadan","CRIN, Ibadan","Dr. P. O. Aikpokpodion, Mr. K. Badaru, Mr. B.D. Adewale Dr. A.B. Eskes Mr. L.O. Raji, Dr. J.C. Anikwe, Mr. A.H. Otunonye, Dr. S.O. Agbeniyi & Mr. Ed. Seguine",2,2010,2010,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=558&cropid=24&task=view","Cocoa","NGTC-10-10","CRINTc-4",NA,"Especially suited to the Moist Savanna and drier areas. (1.5-1.8t/ha)","Humid Forest, Forest Transition/Derived Savanna and Southern Guinea Savanna","CRIN, Ibadan","CRIN, Ibadan","Dr. P. O. Aikpokpodion, Mr. K. Badaru, Mr. B.D. Adewale Dr. A.B. Eskes Mr. L.O. Raji, Dr. J.C. Anikwe, Mr. A.H. Otunonye, Dr. S.O. Agbeniyi & Mr. Ed. Seguine",1.8,2010,2010,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=559&cropid=24&task=view","Cocoa","NGTC-10-11","CRINTc-5",NA,"Resistance to mirid insect attack, source of resistance to the 'Witches Broom' disease and adaptation to drier area. (1.5-1.85t/ha)","Humid Forest, Forest Transition/Derived Savanna and Southern Guinea Savanna","CRIN, Ibadan","CRIN, Ibadan","Dr. P. O. Aikpokpodion, Mr. K. Badaru, Mr. B.D. Adewale Dr. A.B. Eskes Mr. L.O. Raji, Dr. J.C. Anikwe, Mr. A.H. Otunonye, Dr. S.O. Agbeniyi & Mr. Ed. Seguine",1.85,2010,2010,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=560&cropid=24&task=view","Cocoa","NGTC-10-12","CRINTc-6",NA,"High adaptation to high rainfall area due to resistance to the black pod disease (Phytophythora pod rot). (1.4-1.65t/ha)","Humid Forest, Forest Transition/Derived Savanna and Southern Guinea Savanna","CRIN, Ibadan","CRIN, Ibadan","Dr. P. O. Aikpokpodion, Mr. K. Badaru, Mr. B.D. Adewale Dr. A.B. Eskes Mr. L.O. Raji, Dr. J.C. Anikwe, Mr. A.H. Otunonye, Dr. S.O. Agbeniyi & Mr. Ed. Seguine",1.65,2010,2010,2.53
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=561&cropid=24&task=view","Cocoa","NGTC-10-13","CRINTc-7",NA,"Highly resistant to mirid attack; suited to high rainfall and drier areas and excellent chocolate quality. (1.6-1.9t/ha)","Humid Forest, Forest Transition/Derived Savanna and Southern Guinea Savanna","CRIN, Ibadan","CRIN, Ibadan","Dr. P. O. Aikpokpodion, Mr. K. Badaru, Mr. B.D. Adewale Dr. A.B. Eskes Mr. L.O. Raji, Dr. J.C. Anikwe, Mr. A.H. Otunonye, Dr. S.O. Agbeniyi & Mr. Ed. Seguine",1.9,2010,2010,2.38
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=562&cropid=24&task=view","Cocoa","NGTC-10-14","CRINTc-8",NA,"High adaptation to Moist Savanna and drier areas, Flavour Good for chocolate and resistance to the black pod disease. (1.2-1.5t/ha)","Humid Forest, Forest Transition/Derived Savanna and Southern Guinea Savanna","CRIN, Ibadan","CRIN, Ibadan","Dr. P. O. Aikpokpodion, Mr. K. Badaru, Mr. B.D. Adewale Dr. A.B. Eskes Mr. L.O. Raji, Dr. J.C. Anikwe, Mr. A.H. Otunonye, Dr. S.O. Agbeniyi & Mr. Ed. Seguine",1.5,2010,2010,2
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=603&cropid=38&task=view","Sunflower","NGHA-10-01","SAMSUN-1","Vniimk 8883 (SSL 803)","Early maturing, drought tolerant, good seed quality and very antioxidants. (2.42mg of Vit. A, 0.26mg of Vit. C and 14.48% of Vit. E). (2.21t/ha)","Savanna Ecological Zones","Romania","IAR, Abu, Zaria","Prof. F. A. Showemimo, Mr. F.C. Orakwue, Prof. S.G. Ado, Dr. M.Y. Yeye, Prof. B. Tanimu, Dr. S. Misari, Dr. M. Mahmud, Prof. A.D. Akpa, Dr. E.A. Egwurube, Prof. J.J. Omage & Prof. V.I.O. Ndirika",2.21,2010,2010,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=604&cropid=38&task=view","Sunflower","NGHA-10-02","SAMSUN-2","Cherneanka 66 (SSL 806)","Medium maturing, good seed quality, yield, drought tolerant and good antioxidants especially Vitamin E. (2.53t/ha)","Savanna Ecological Zones","Canada","IAR, Abu, Zaria","Prof. F. A. Showemimo, Mr. F.C. Orakwue, Prof. S.G. Ado, Dr. M.Y. Yeye, Prof. B. Tanimu, Dr. S. Misari, Dr. M. Mahmud, Prof. A.D. Akpa, Dr. E.A. Egwurube, Prof. J.J. Omage & Prof. V.I.O. Ndirika",2.53,2010,2010,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=605&cropid=38&task=view","Sunflower","NGHA-10-03","SAMSUN-3","Record (SSL 807)","Late maturing, large seed with good seed quality, yield, and drought tolerant and very good antioxidants. (2.27t/ha)","Savanna Ecological Zones","Romania","IAR, Abu, Zaria","Prof. F. A. Showemimo, Mr. F.C. Orakwue, Prof. S.G. Ado, Dr. M.Y. Yeye, Prof. B. Tanimu, Dr. S. Misari, Dr. M. Mahmud, Prof. A.D. Akpa, Dr. E.A. Egwurube, Prof. J.J. Omage & Prof. V.I.O. Ndirika",2.27,2010,2010,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=606&cropid=38&task=view","Sunflower","NGHA-10-04","SAMSUN-4","Funtua (SSL 809)","Early maturing, good seed quality, yield, drought tolerant and excellent antioxidants especially Vitamin A, C and E good for intercropping. (2.38t/ha)","Savanna Ecological Zones","Nigeria","IAR, Abu, Zaria","Prof. F. A. Showemimo, Mr. F.C. Orakwue, Prof. S.G. Ado, Dr. M.Y. Yeye, Prof. B. Tanimu, Dr. S. Misari, Dr. M. Mahmud, Prof. A.D. Akpa, Dr. E.A. Egwurube, Prof. J.J. Omage & Prof. V.I.O. Ndirika",2.38,2010,2010,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=85&cropid=3&task=view","Cowpea","NGVU-09-26","SAMPEA 11","IT89KD-288","Nematode resistance, aphid resistance, good seed quality and field tolerance to major insect- pest. (2t/ha)","Guinea Savanna","IAR, Zaria & IITA, Kano Station","IAR, Zaria IITA, Ibadan","M. F. Ishiyaku, B.B. Singh, A.A. Zaria, O. O. Olufajo, R. A. Adeleke, H. Ajeigbe & Y. Kamara",2,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=86&cropid=3&task=view","Cowpea","NGVU-09-27","SAMPEA 12","IT89KD-391","Good seed quality, large brown and field tolerance to major insect-pest. (2t/ha)","All Agroecological Zones","IAR, Zaria & IITA, Kano Station","IAR, Zaria; IITA, Ibadan","M. F. Ishiyaku, B.B. Singh, A.A. Zaria, O. O. Olufajo, R. A. Adeleke, H. Ajeigbe & Y. Kamara",2,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=87&cropid=3&task=view","Cowpea","NGVU-09-28","SAMPEA 13","Ife-98-12","Appealing colour (Golden white), good quality seeds even when planted under heavy rainfall. (2t/ha)","Northern Guinea Savanna","IAR&T, Ibadan","IAR&T, Ibadan","Dr. (Mrs.) S.R. Akande, Prof. J. A. Morakinyo, Dr. (Mrs.) M.O. Balogun, & Prof. B.A. Ogunbodede.",2,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=215&cropid=7&task=view","Maize","NGZM-09-65","FARALOKUN","ART-98-SW6-OB","High level of lysine (3.67%) and Tryptophan (0.87%), earliness in maturity was admired by farmers. (4.0-4.6t/ha)","Forest, derived Savanna and Savanna zones","I.A.R&T, Ibadan","I.A.R&T, Ibadan","Dr. S. A. Olakojo, Prof. B. A. Ogunbodede and Dr. G. Olaoye",4.6,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=216&cropid=7&task=view","Maize","NGZM-09-66","MAYOWA","ILE1-OB","High level of lysine (3.67%) and Tryptophan (0.87%). Earliness in maturity placed it at advantage especially dryer environment. (4.0-4.96t/ha)","Forest, derived Savanna and Savanna zones","I.A.R&T, Ibadan","I.A.R&T, Ibadan","Dr. S. A. Olakojo, Prof. B. A. Ogunbodede and Dr. G. Olaoye",4.96,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=217&cropid=7&task=view","Maize","NGZM-09-67","BR9943DMRSR","BR 9943 DMRSR","Highly resistant to stem borers (both Sesamia calamistis and Eldana sacharina). (3-4t/ha)","Forest zone","IITA, Ibadan","IITA Ibadan","Dr. S. O. Ajala, Dr. J. Kling, Dr. A. Menkir, Dr. G. Olaoye and Dr. S. A. Olakojo",4,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=218&cropid=7&task=view","Maize","NGZM-09-68","BR9928DMRSR","BR9928 DMRSR","Highly resistant to stem borers (both Sesamia calamistis and Eldana sacharina). (3-4t/ha)","Forest transition / Derived Savanna","IITA, Ibadan","IITA Ibadan","Dr. S. O. Ajala, Dr. J. Kling, Dr. J. Kling, Dr. A. Menkir, Dr. G. Olaoye, Dr. S. A. Olakojo, Mr. S. A. Adedeji, Dr. S. A. Ajayi Dr. L. T. Ogunremi",4,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=219&cropid=7&task=view","Maize","NGZM-09-69","Ama TZBR-W","Amakama TZBR- W","Highly resistant to stem borers (both Sesamia calamistis and Eldana sacharina). (3-4t/ha)","Humid forest, Forest transition / Derived Savanna","IITA, Ibadan","IITA Ibadan","Dr. S.O. Ajala, Prof. B.A. Ogunbodede, Dr. J. Kling, Dr. A. Menkir,Dr. G. Olaoye, Dr. S. A. Olakojo, Mr. S. A. Adedeji and Dr. L. T. Ogunremi",4,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=220&cropid=7&task=view","Maize","NGZM-09-70","TZBR Eld 3-W","TZBR Eld 3C5","Highly resistant to stem borers (both Sesamia calamistis and Eldana sacharina). (3-4t/ha)","Humid forest, Forest transition / Derived Savanna","IITA, Ibadan","IITA Ibadan","Dr. S.O. Ajala, Dr. J. G. Kling, Dr. A. Menkir,Dr. G. Olaoye, Dr. S. A. Olakojo and Prof. B.A. Ogunbodede",4,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=221&cropid=7&task=view","Maize","NGZM-09-71","SAMMAZ 17","Acr Sakatifu C4","High yield, medium maturity and Striga tolerance. (5t/ha)","Low land Tropics","IAR, Samaru","IAR, Samaru","Prof. S.G. Ado, Dr. I.S. Usman, Dr. U.S. Abdullahi and Mr. M. Yusuf",5,2009,2009,5
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=222&cropid=7&task=view","Maize","NGZM-09-72","SAMMAZ 18","Tillering maize","High yield, early maturity and Striga tolerance. (4.5t/ha)","Low land Tropics","IAR, Samaru","IAR, Samaru","Prof. S.G. Ado, Dr. I.S. Usman, Dr. U.S. Abdullahi and Mr. M. Yusuf",4.5,2009,2009,5
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=223&cropid=7&task=view","Maize","NGZM-09-73","SAMMAZ 19","S.14 DKD DT","High yield, drought and Striga tolerance. (5t/ha)","Lowland Tropics","IAR, Samaru","IAR, Samaru","Prof. S.G. Ado, Dr. I.S. Usman, Dr. U.S. Abdullahi and Mr. M. Yusuf",5,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=224&cropid=7&task=view","Maize","NGZM-09-74","SAMMAZ 20","TZE Comp 3DT","Highly tolerant to drought with resistance to streak and tolerance to low soil nitrogen. (3-4t/ha)","Drought prone areas","IITA, Ibadan","IITA Ibadan","Dr. A. Menkir, Prof. S.G. Ado, Dr. S.O. Ajala, Dr. B. Badu- Apraku, Dr. I.S.Usman, Dr. A. Kamara, Prof. J. E. Onyibe, Dr. L. T. Ogunremi and Dr. J. Shebayan",4,2009,2009,5.5
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=225&cropid=7&task=view","Maize","NGZM-09-75","SAMMAZ 21","TZE Comp 5-W","Highly tolerant to Striga hermonthica infestation. (1.5-2t/ha)","Striga prone areas","IITA, Ibadan","IITA Ibadan","Dr. A. Menkir, Prof. S.G. Ado, Dr. J.G. Kling, Dr. B. Badu- Apraku, Dr. S.O. Ajala, Dr. A. Kamara, Dr. I. Kureh, Dr. Dugje and Dr. Shuaib Adamu",2,2009,2009,4
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=226&cropid=7&task=view","Maize","NGZM-09-76","SAMMAZ 26","DTSR-WC1","Highly tolerant to drought with resistance to streak and tolerance to low soil nitrogen. (3-4t/ha)","All agro-ecological zones","IITA, Ibadan","IITA Ibadan","Dr. A. Menkir, Prof. S.G. Ado, Dr. S.O. Ajala Dr. B. Badu- Apraku, Dr. I.S. Usman, Dr. U.S. Abdullahi, Dr. A. Kamara, Prof. J. E. Onyibe, Dr. L. T.Ogunremi and Dr. J. A. Y. Shebayan",4,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=227&cropid=7&task=view","Maize","NGZM-09-77","SAMMAZ 27","EV99DT-W-STR","Drought tolerant and Striga resistant. (5.5t/ha)","Lowland Tropics","IITA, Ibadan","IITA Ibadan","Dr. B. Badu-Apraku, Dr. A. Menkir, Prof. S.G. Ado, Dr. F.A. Showemimo, Dr. S.O. Ajala, Prof. M.A.B. Fakorede, Dr. U.S. Abdullahi, Prof. J. E. Onyibe, Dr. I. Dugje, Dr. I. Kureh, Dr. I. S. Usman, Dr. A. Kamara and Dr. J. A. Y. Shebayan",5.5,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=228&cropid=7&task=view","Maize","NGZM-09-78","SAMMAZ 28","99TZEE-Y-STR","Drought and Striga tolerant. (4.0t/ha)","Lowland Tropics","IITA, Ibadan","IITA Ibadan","Dr. B. Badu-Apraku, Dr. A. Menkir, Dr. F.A. Showemimo, Dr. S.O. Ajala, Prof. M.A.B. Fakorede, Prof. J. E. Onyibe, Dr. I. Dugje, Dr. I. Kureh, Dr. I. S. Usman, Dr. A. Kamara and Dr. J. A. Y. Shebayan",4,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=229&cropid=7&task=view","Maize","NGZM-09-79","SAMMAZ 29","2000SynEE-W- STR","Extra early maturing drought escaping and Striga tolerant. (4.0t/ha)","Lowland Tropics","IITA, Ibadan","IITA Ibadan","Dr. B. Badu-Apraku, Dr. A. Menkir, Dr. F.A. Showemimo, Dr. S.O. Ajala, Prof. M.A.B. Fakorede, Prof. J. E. Onyibe, Dr. I. Dugje, Dr. I. Kureh, Dr. I. S. Usman, Dr. A. Kamara and Dr. J. A. Y. Shebayan",4,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=230&cropid=7&task=view","Maize","NGZM-09-80","SAMMAZ 30","LNTPxLNP-W C3","Highly tolerant to low soil nitrogen with resistance to streak. (3.5-4t/ha)","Northern and Sudan Savanna","IITA, Ibadan","IITA Ibadan","Dr. S.O. Ajala, Dr. J. Kling, Dr. A. Menkir, Dr. S. O. Alabi, Prof. S.G. Ado, Dr. I. Kurehand, Dr. L. T. Ogunremi",4,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=231&cropid=7&task=view","Maize","NGZM-09-81","SAMMAZ 31","LNTP-Y-C5","Highly tolerant to low soil nitrogen with resistance to streak. (3.5-4t/ha)","All agro-ecological zones","IITA, Ibadan","IITA Ibadan","Dr. S.O. Ajala, Dr. J. Kling, Dr. A. Menkir, Dr. S. O. Alabi, Prof. S.G. Ado, Dr. I. Kurehand Dr. L. T. Ogunremi",4,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=232&cropid=7&task=view","Maize","NGZM-09-82","SAMMAZ 22","M0826-1","Highly tolerant to drought with resistance to streak and tolerance to low soil nitrogen. (2-4t/ha)","Northern Guinea Savanna","IITA, Ibadan","IITA Ibadan","Dr. A. Menkir, Prof. S.G. Ado, Dr. B. Badu- Apraku, Dr. S.O. Ajala, Dr. I.S. Usman, Dr.U.S. Abdullahi, Dr. J. A. Y. Shebayan and Prof. J. E. Onyibe",4,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=233&cropid=7&task=view","Maize","NGZM-09-83","SAMMAZ 23","M0826-3","Highly tolerant to drought with resistance to streak and tolerance to low soil nitrogen. (3-4t/ha)","Northern Guinea Savanna","IITA, Ibadan","IITA Ibadan","Dr. A. Menkir, Prof. S.G. Ado, Dr. B. Badu- Apraku, Dr. S.O. Ajala, Dr. I.S. Usman, Dr.U.S. Abdullahi, Dr. J. A. Y. Shebayan and Prof. J. E. Onyibe",4,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=234&cropid=7&task=view","Maize","NGZM-09-84","SAMMAZ 24","M0826-7","Highly tolerant to drought with resistance to streak and tolerance to low soil nitrogen. (3-4t/ha)","Northern Guinea Savanna","IITA, Ibadan","IITA Ibadan","Dr. A. Menkir, Prof. S.G. Ado, Dr. B. Badu- Apraku, Dr. S.O. Ajala, Dr. I.S. Usman, Dr.U.S. Abdullahi, Dr. J. A. Y. Shebayan and Prof. J. E. Onyibe",4,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=235&cropid=7&task=view","Maize","NGZM-09-85","SAMMAZ 25","M0826-11","Highly tolerant to drought with resistance to streak and tolerance to low soil nitrogen. (3-4t/ha)","Northern Guinea Savanna","IITA, Ibadan","IITA Ibadan","Dr. A. Menkir, Prof. S.G. Ado, Dr. B. Badu- Apraku, Dr. S.O. Ajala, Dr. I.S. Usman, Dr.U.S. Abdullahi, Dr. J. A. Y. Shebayan and Prof. J. E. Onyibe",4,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=236&cropid=7&task=view","Maize","NGZM-09-86","Oba Super 3","H16-8","High yield, more adapted to rain forest ecology, more amenable to manual harvesting and excellent husk cover which makes it less prone to ear rot. (7-8t/ha)","Rainforest and low land Savanna ecologies","IITA, Ibadan","IITA, Ibadan","A. Menkir, O. A. Ibikunle and M. O. Omidiji",8,2009,2009,NA
"https://www.seedportal.org.ng/variety.php?keyword=&category=&varid=237&cropid=7&task=view","Maize","NGZM-09-87","Oba Super 4","HY02-2","More adapted to the rain forest ecology and high yield. (6-7t/ha)","Rainforest and lowland Savanna ecologies","IITA, Ibadan","IITA, Ibadan","A. Menkir, O. A. Ibikunle and M. O. Omidiji",7,2009,2009,NA
