state,crop,crop_equivalent_low,crop_equivalent_kg_person_year,crop_equivalent_high
33. Sokoto,Groundnut,0.9032973619607149,0.9212175426333366,0.9391377233059583
33. Sokoto,Maize,23.264596750476805,24.080835352537303,25.07846031061125
33. Sokoto,Millet,71.24493236563536,71.24493236563536,71.24493236563536
33. Sokoto,Plantain,0,0,0
33. Sokoto,Potato,0,0,0
33. Sokoto,Rice,24.834137978862135,24.834137978862135,24.834137978862135
33. Sokoto,Sorghum,50.93381673761377,50.93381673761377,50.93381673761377
33. Sokoto,Soybean,3.474169496669071,3.474169496669071,3.474169496669071
33. Sokoto,Sweet potato,6.4432304697728675,6.4432304697728675,6.4432304697728675
33. Sokoto,Wheat,0,0,0
33. Sokoto,Yam,0,0,0
34. Taraba,Cassava,167.4187623963645,171.5453239980481,176.4917694824432
34. Taraba,Cocoyam,0,0,0
34. Taraba,Cowpea,11.148859295809547,11.148859295809547,11.148859295809547
34. Taraba,Groundnut,4.484116125405228,4.6829903479792305,4.881864570553232
34. Taraba,Maize,40.20222262935487,43.48624805640894,47.39350028899492
34. Taraba,Millet,4.2904076937947,4.2904076937947,4.2904076937947
34. Taraba,Plantain,0.33281643619544127,0.33281643619544127,0.33281643619544127
34. Taraba,Potato,0.7133349888256297,0.7133349888256297,0.7133349888256297
34. Taraba,Rice,21.260141191575435,21.260141191575435,21.260141191575435
