zone,product,Post-Harvest,Post-Planting,difference_post_harvest_minus_post_planting,ratio_post_harvest_to_post_planting
3. North West,Meat pie/Sausage roll,4.6402746898447306e-5,2.2133990517630596e-4,-1.7493715827785866e-4,0.2096447401180808
3. North West,Melon - ground,1.306802223663812e-4,2.2002991498007486e-4,-8.934969261369365e-5,0.5939202511540994
3. North West,Melon - shelled,4.580562836022061e-5,2.4491659599213945e-4,-1.9911096763191883e-4,0.18702541644703707
3. North West,Melon - unshelled,2.7028345572743926e-6,0,2.7028345572743926e-6,NA
3. North West,Milk - tinned,1.272438624642656e-4,5.672050834136037e-4,-4.3996122094933814e-4,0.22433484146241311
3. North West,Milk powder,0.0018514381715842864,0.001873288038975471,-2.1849867391184486e-5,0.9883360877043049
3. North West,Millet,0.41844900226078796,0.4939502495037367,-0.07550124724294877,0.847148073477433
3. North West,Mutton,0.004151325832385816,0.004610181912932409,-4.588560805465934e-4,0.9004689859939328
3. North West,Ogbono - ground,4.645025909447508e-5,7.015449449915262e-6,3.943480964455982e-5,6.6211380220316665
3. North West,Ogbono - unground,0,0,0,NA
3. North West,Okra - dried,0.007466232005825903,0.0027515126088244,0.004714719397001503,2.713500923775848
3. North West,Okra - fresh,0.00902235505291262,0.05345384868610001,-0.04443149363318739,0.16878775382283687
3. North West,Onions,0.10280774519928004,0.11333352246879973,-0.010525777269519684,0.9071256496733577
3. North West,Orange/Tangerine,0.0572427912029263,0.07016730506142993,-0.012924513858503628,0.8158043287085274
3. North West,Other alcoholic beverages,0,0,0,NA
3. North West,Other domestic poultry,2.4211589609671413e-4,0,2.4211589609671413e-4,NA
3. North West,Other eggs,0,1.7137894748466128e-4,-1.7137894748466128e-4,0
3. North West,Other fish/seafood,0,0,0,NA
3. North West,Other fruits,0,0,0,NA
3. North West,Other grains/flour,0.008296830763459339,0.00773101687935126,5.658138841080794e-4,1.0731875111564313
3. North West,Other meat,3.579237014757517e-4,4.581909905718655e-5,3.121046024185651e-4,7.811670435270436
3. North West,Other milk products,NA,0,NA,NA
3. North West,Other non-alcoholic drinks,0,0,0,NA
3. North West,Other nuts/seeds/pulses,0,0,0,NA
3. North West,Other oil/fat,3.864778155374192e-4,3.746141984202307e-4,1.1863617117188491e-5,1.0316688934034481
3. North West,Other roots/tubers,NA,0,NA,NA
3. North West,Other spices,0.01600165275945006,0.012504875405336593,0.0034967773541134672,1.2796331223437203
3. North West,Other sweets,NA,3.987839500804077e-5,NA,NA
3. North West,Other vegetables,6.438205411955681e-4,0.0016269545418564786,-9.831340006609107e-4,0.3957212845424187
3. North West,Palm oil,0.06719720728555749,0.06720019025074936,-2.982965191869469e-6,0.9999556107626967
3. North West,Palm wine,0.0015132761040466348,7.681987968351884e-4,7.450773072114464e-4,1.9699016846693882
3. North West,Pawpaw,0.0055388725850759385,8.468602264508482e-4,0.00469201235862509,6.540480249366647
3. North West,Pineapples,0.007589574851957678,0.010685837106908597,-0.0030962622549509187,0.7102461675230735
3. North West,Pito,5.864764582406653e-4,9.996600597400142e-4,-4.1318360149934894e-4,0.5866758929962578
3. North West,Plantains,0.005518648281248843,9.627683016866049e-4,0.004555879979562238,5.7320627108112285
3. North West,Pork,1.426439376245273e-5,0,1.426439376245273e-5,NA
3. North West,Potatoes,0.003927239888650267,0.005505194855309879,-0.001577954966659612,0.7133698246597683
3. North West,Rice - imported,0.008007130568060256,0.03893588310515175,-0.030928752537091497,0.20564913209842678
3. North West,Rice - local,0.4718636804831697,0.5126708696031923,-0.040807189120022624,0.9204027543995089
3. North West,Sachet water,0.4960554626154522,0.6402667619653897,-0.14421129934993748,0.7747637267515489
3. North West,Salt,0.02553783575891307,0.03650384082183754,-0.010966005062924469,0.6995931163395738
3. North West,Seafood,0,1.0991287541609412e-4,-1.0991287541609412e-4,0
3. North West,Shea butter,NA,0,NA,NA
3. North West,Snails,0,0,0,NA
3. North West,Soft drinks,0.02468470581925285,0.02131055326237995,0.0033741525568729003,1.1583324710217344
3. North West,Soya beans,0.04431298837911283,0.05800092395717332,-0.013687935578060494,0.764004870195389
3. North West,Sugar,0.03663226001332392,0.04569864622713488,-0.009066386213810965,0.8016049278845477
3. North West,Sweet potatoes,0.10662095331077723,0.0881549183849825,0.018466034925794725,1.2094725429289317
3. North West,Tea,0.001453837646213989,0.0012700068495581035,1.8383079665588542e-4,1.1447478781077827
3. North West,Tomato puree - canned,2.44273140173592e-4,0.001492518846039305,-0.001248245705865713,0.16366502896885976
3. North West,Tomatoes,0.10708291274366068,0.09127365221474507,0.01580926052891561,1.1732072744467397
3. North West,Watermelon,0.18762441788964287,0.27191797864708644,-0.08429356075744357,0.6900037240022093
3. North West,Wheat flour,0.03021816972753486,0.017213680347001267,0.013004489380533592,1.755474083309503
3. North West,White beans,0.14057347373697848,0.19719946757300003,-0.05662599383602154,0.7128491545492661
3. North West,Wild game/Bush meat,0.0014629955032612386,0,0.0014629955032612386,NA
3. North West,Yam flour,3.3564977995817474e-4,3.4231414316211896e-4,-6.664363203944218e-6,0.9805314406749825
3. North West,Yam roots,0.10608142173358594,0.08900633548304097,0.017075086250544963,1.1918412454335725
4. South East,Agricultural eggs,0.010252970642109893,0.013178833223151155,-0.0029258625810412615,0.7779877374954999
4. South East,Animal fat,0,2.5570344140404427e-5,-2.5570344140404427e-5,0
4. South East,Apples,0.002410228052561207,0.0034895702482641497,-0.0010793421957029426,0.6906948079810543
4. South East,Avocado pear,0.016026755337722222,0.004725755411658067,0.011300999926064155,3.391363695671908
4. South East,Baby milk powder,6.956135748314779e-4,0.0013084329758336528,-6.12819401002175e-4,0.531638675942324
4. South East,Bananas,0.07034721791953305,0.09590635612857573,-0.02555913820904268,0.7334990167411103
4. South East,Beef,0.08137703036271855,0.09531241633236219,-0.013935385969643638,0.8537925434494305
4. South East,Beer,0.02337415167155844,0.03938578679078743,-0.016011635119228988,0.5934666684639088
4. South East,Biscuits,0.007193800503682085,0.00720015785315501,-6.357349472924795e-6,0.9991170541531754
4. South East,Bottled water,0.030006100380678895,0.027306403312180805,0.00269969706849809,1.0988668129461712
4. South East,Bread,0.13184086845183812,0.15875799566311088,-0.026917127211272762,0.8304518326850655
4. South East,Brown beans,0.03184469361646875,0.04745625800261586,-0.015611564386147109,0.6710325456910957
4. South East,Buns/Pofpof/Donuts,0.004451278466745763,0.003843375930748535,6.07902535997228e-4,1.158168898112143
4. South East,Butter/Margarine,1.7023082718320718e-5,5.5531933895599986e-5,-3.850885117727927e-5,0.30654582911382317
4. South East,Cake,1.1422260311633008e-4,0.002939196922538357,-0.002824974319422027,0.03886184087920344
4. South East,Canned fish/seafood,0,0,0,NA
4. South East,Cashew nut,4.8170334364549936e-4,5.566280247353357e-4,-7.492468108983636e-5,0.8653954207112347
4. South East,Cassava flour,0.044880369236586594,0.030978280052365706,0.013902089184220888,1.4487689168256206
4. South East,Cassava roots,1.2174490921014625,0.86428271195454,0.3531663801469225,1.4086236774865613
4. South East,Cheese/wara,0,0,0,NA
4. South East,Chicken,0.011497353222706187,0.02235603074294123,-0.010858677520235041,0.5142841927043065
4. South East,Chocolate drinks,0.009784101746588298,0.011339590932111657,-0.001555489185523359,0.8628266932347183
4. South East,Coconut,0.0296385735009455,0.02916140506170835,4.771684392371467e-4,1.0163630126267034
4. South East,Cocoyam,0.12268325395876958,0.09005862392322432,0.03262463003554526,1.3622599215302025
4. South East,Coffee,1.5020154305008006e-5,3.300395533482279e-5,-1.7983801029814782e-5,0.45510164320093166
4. South East,Dry pepper,0.003865697039150283,0.0021950817186951444,0.0016706153204551384,1.7610720394720556
4. South East,Duck,0,0.00176621215763352,-0.00176621215763352,0
4. South East,Fish - dried,0.03688673717889272,0.03354114897595979,0.003345588202932931,1.099745784061567
4. South East,Fish - fresh,0.02232876303207391,0.020119669421397285,0.002209093610676626,1.1097977091177877
4. South East,Fish - frozen,0.039185330141996634,0.05363714157602043,-0.014451811434023798,0.7305633557384652
4. South East,Fish - smoked,0.022258288293550546,0.02293424186740845,-6.759535738579056e-4,0.9705264478431052
4. South East,Fresh milk,0,0,0,NA
4. South East,Fresh pepper,0.05408815451846295,0.06589506268970224,-0.011806908171239291,0.8208225671346935
4. South East,Fruit juice,0.0065296601824896645,0.0029152471574673483,0.003614413025022316,2.239830734681987
4. South East,Garden eggs/Eggplant,0.016864913082909067,0.03519909415756484,-0.018334181074655776,0.4791291789332746
4. South East,Gari - white,0.21678043027000946,0.2472870087620209,-0.030506578492011438,0.876634932644724
4. South East,Gari - yellow,0.14890215380797034,0.17601394719532557,-0.027111793387355226,0.8459679257276764
4. South East,Gin,4.4153130025616514e-4,6.189075868509548e-4,-1.7737628659478965e-4,0.7134042458627908
4. South East,Goat,0.005153311440422823,0.011148597240800822,-0.005995285800377999,0.46223855155185894
4. South East,Ground pepper,0.0036575579864638985,0.004088649920935165,-4.310919344712662e-4,0.8945637452930512
4. South East,Groundnut oil,0.0884320718535533,0.0544584841482428,0.0339735877053105,1.6238438002209195
4. South East,Groundnuts - shelled,0.01664420165739257,0.014615595628319546,0.0020286060290730223,1.1387973559655922
4. South East,Groundnuts - unshelled,0.0075441439332655895,0.052468865234578624,-0.04492472130131303,0.14378324935248957
4. South East,Guava,0.012138039053344823,0.0489692929266745,-0.036831253873329674,0.24787041690636713
4. South East,Guinea corn / sorghum,0.002202363221149022,7.890139292622604e-4,0.0014133492918867617,2.7912856027881077
4. South East,Honey,3.97907027647299e-4,5.462878532605759e-4,-1.483808256132769e-4,0.7283834434032342
4. South East,Kola nut,0.0011315843664244792,8.902356888347032e-4,2.4134867758977602e-4,1.2711064952986726
4. South East,Leaves,0.1556670344480989,0.08075564746705391,0.07491138698104499,1.9276303185062913
4. South East,Local eggs,0.0010568565817393968,8.515176745531195e-4,2.0533890718627728e-4,1.2411446213304265
4. South East,Maize - shelled/off cob,0.004013568912926602,0.012263501289922365,-0.008249932376995762,0.3272775709025925
4. South East,Maize - unshelled/on cob,3.872536431701331e-4,0.45259068233049127,-0.4522034286873211,8.556376838694004e-4
4. South East,Maize flour,0.006508382582053227,0.018933047240559938,-0.012424664658506711,0.34375779552857355
4. South East,Malt drinks,0.02867873969039276,0.03315407650848752,-0.004475336818094762,0.8650139804995303
4. South East,Mangoes,0.03308847485480487,6.814815266124251e-4,0.03240699332819245,48.55373706061307
4. South East,Meat pie/Sausage roll,0.0014331359656867971,0.0026689584962476267,-0.0012358225305608296,0.5369645004602688
4. South East,Melon - ground,0.004552580030296764,0.00620111985078596,-0.0016485398204891958,0.7341544978718236
4. South East,Melon - shelled,0.01911938287828953,0.01850792740397303,6.114554743164996e-4,1.0330374904207393
4. South East,Melon - unshelled,0.0014465214111169503,0.0018599519397836115,-4.1343052866666123e-4,0.777719778762262
4. South East,Milk - tinned,0.0015128126490575003,0.0023005298328880558,-7.877171838305554e-4,0.6575931454704652
4. South East,Milk powder,0.012070238217523833,0.012080298943203734,-1.0060725679900823e-5,0.9991671790799879
4. South East,Millet,5.336791353745945e-4,0.0025825382284891405,-0.002048859093114546,0.20664907473095265
4. South East,Mutton,2.0079796810613677e-4,0,2.0079796810613677e-4,NA
4. South East,Ogbono - ground,0.0011881496307424803,0.002575604578309617,-0.001387454947567137,0.4613090226459642
4. South East,Ogbono - unground,0.006298709327632212,0.00706279239514144,-7.640830675092287e-4,0.8918157260243345
4. South East,Okra - dried,0.001992943758203852,0.001451632113579386,5.413116446244663e-4,1.3728986425422334
4. South East,Okra - fresh,0.045376803162047084,0.07156765049707964,-0.026190847335032554,0.6340406992108636
4. South East,Onions,0.12358914625750082,0.17421933002868872,-0.0506301837711879,0.7093882535144027
4. South East,Orange/Tangerine,0.05862459119176458,0.09428445035615325,-0.03565985916438867,0.6217843023989011
4. South East,Other alcoholic beverages,3.480657826648703e-5,0,3.480657826648703e-5,NA
4. South East,Other domestic poultry,0,0,0,NA
4. South East,Other eggs,0,0,0,NA
4. South East,Other fish/seafood,1.720004137824652e-4,2.1702846266229278e-4,-4.5028048879827584e-5,0.7925246839632574
4. South East,Other fruits,0,0.005516501021472321,-0.005516501021472321,0
4. South East,Other grains/flour,6.029594351917966e-4,0.0011454999133557933,-5.425404781639967e-4,0.5263723097327873
4. South East,Other meat,3.55338804868813e-5,2.1690123502057858e-4,-1.8136735453369728e-4,0.16382516440494224
4. South East,Other milk products,NA,0,NA,NA
4. South East,Other non-alcoholic drinks,0,0,0,NA
4. South East,Other nuts/seeds/pulses,8.917133498065478e-4,0,8.917133498065478e-4,NA
4. South East,Other oil/fat,0,0,0,NA
4. South East,Other roots/tubers,NA,0,NA,NA
4. South East,Other spices,0.007379112213363537,0.0058916717388304745,0.0014874404745330626,1.252464926844062
4. South East,Other sweets,NA,0,NA,NA
4. South East,Other vegetables,3.914064196938001e-4,0.020053588091494438,-0.019662181671800637,0.01951802430108814
4. South East,Palm oil,0.10474482899306942,0.1103423948493654,-0.005597565856295977,0.9492709410201081
4. South East,Palm wine,0.006887154967067235,0.008549484917907548,-0.0016623299508403133,0.8055637308209719
4. South East,Pawpaw,0.2657459546298691,0.115812890791511,0.1499330638383581,2.2946146393001365
4. South East,Pineapples,0.029118475489182692,0.016796815730182844,0.012321659758999848,1.7335711694960483
4. South East,Pito,0,0,0,NA
4. South East,Plantains,0.15553037196916994,0.13434528488738587,0.02118508708178407,1.157691333190758
4. South East,Pork,0.0016667883988431447,0.006146372501766348,-0.004479584102923203,0.27118245735417795
4. South East,Potatoes,0,0.006401865435950138,-0.006401865435950138,0
4. South East,Rice - imported,0.051013528075784804,0.03406862033415843,0.016944907741626374,1.4973758131507544
4. South East,Rice - local,0.49768005226771367,0.4636928416486801,0.03398721061903359,1.073296819718395
4. South East,Sachet water,1.1033173917604167,1.2301708882221254,-0.12685349646170874,0.8968814026764682
4. South East,Salt,0.019936901415538128,0.027543739975899605,-0.007606838560361477,0.7238269542546744
4. South East,Seafood,0.002773509206156375,0.0012278163897556226,0.0015456928164007523,2.2588957349790695
4. South East,Shea butter,NA,0,NA,NA
4. South East,Snails,7.130266700187027e-4,0.0075969330082499,-0.006883906338231197,0.09385717489470953
4. South East,Soft drinks,0.06898905085836636,0.08846270092297595,-0.01947365006460959,0.7798659789783583
4. South East,Soya beans,0.002011039392512214,0.0024237831675399616,-4.127437750277474e-4,0.8297109326628977
4. South East,Sugar,0.014229914978337968,0.01856185900972605,-0.004331944031388082,0.7666212188596935
4. South East,Sweet potatoes,0.0486832241206596,0.09590986927025438,-0.047226645149594786,0.5075934780338427
4. South East,Tea,0.0016079041383292355,0.002001713560835776,-3.9380942250654034e-4,0.8032638484288865
4. South East,Tomato puree - canned,0.04384581254684384,0.04359986369292755,2.459488539162877e-4,1.005641046395202
4. South East,Tomatoes,0.11771965267737333,0.13422413654896667,-0.01650448387159334,0.8770378838267118
4. South East,Watermelon,0.06666590731815522,0.12437067836729003,-0.05770477104913481,0.5360259202034602
4. South East,Wheat flour,0.004341009736859787,0.006598898994150172,-0.002257889257290385,0.6578384880126259
4. South East,White beans,0.1578781959025607,0.17102663477425856,-0.013148438871697865,0.9231205192743648
4. South East,Wild game/Bush meat,0.007189151471920183,0.0029122875445263216,0.004276863927393862,2.4685582594453206
4. South East,Yam flour,0.001746103800830486,1.0399732735943708e-4,0.001642106473471049,16.78989109783155
4. South East,Yam roots,1.3753303776579977,0.702625821956624,0.6727045557013737,1.9574150773851042
5. South South,Agricultural eggs,0.024868035196877976,0.03877114366730195,-0.013903108470423975,0.6414057684310894
5. South South,Animal fat,0,0.0010174497661210315,-0.0010174497661210315,0
5. South South,Apples,0.004376451226915284,0.008024437601874664,-0.0036479863749593793,0.5453903991842196
5. South South,Avocado pear,0.0058260239851391825,0.007825465608925405,-0.0019994416237862226,0.744495506886422
5. South South,Baby milk powder,0.0018031785108051238,0.0012484637879075868,5.54714722897537e-4,1.4443178314584786
5. South South,Bananas,0.1860899601615602,0.152116822586899,0.03397313757466122,1.2233358348992174
5. South South,Beef,0.09249858274763578,0.11971218037169234,-0.027213597624056562,0.7726747809658004
5. South South,Beer,0.02562894206613852,0.03696663222811473,-0.011337690161976208,0.6932993492073264
5. South South,Biscuits,0.017819484641910154,0.01841169883418953,-5.922141922793771e-4,0.9678348968439747
5. South South,Bottled water,0.06300792252949457,0.057304546959668794,0.0057033755698257735,1.0995274523998912
5. South South,Bread,0.22006458608834145,0.2491589574582201,-0.029094371369878635,0.8832296792911517
5. South South,Brown beans,0.05953464441422189,0.08508912040205417,-0.02555447598783228,0.6996739904339714
5. South South,Buns/Pofpof/Donuts,0.00646793507469353,0.005310666930940596,0.0011572681437529344,1.2179139002317296
5. South South,Butter/Margarine,0.001323199118937281,5.399409785166352e-4,7.832581404206458e-4,2.450636591007538
5. South South,Cake,0.004251074725939239,0.0065142227053795,-0.0022631479794402607,0.6525835726231259
5. South South,Canned fish/seafood,1.980068243483655e-4,0,1.980068243483655e-4,NA
5. South South,Cashew nut,1.1676681697786276e-4,7.383955708850834e-5,4.2927259889354426e-5,1.5813585777322492
5. South South,Cassava flour,0.01734062529450802,0.030067570181844097,-0.012726944887336077,0.5767218697631552
5. South South,Cassava roots,1.0914090501438454,0.33019824018177407,0.7612108099620714,3.3053145575307274
5. South South,Cheese/wara,0,0,0,NA
5. South South,Chicken,0.022819181308456657,0.03236089166046474,-0.009541710352008084,0.705146865169195
5. South South,Chocolate drinks,0.011266735401689734,0.010654119628267572,6.126157734221618e-4,1.057500365567209
5. South South,Coconut,0.05263310189117033,0.04647495099962806,0.006158150891542265,1.1325047312388032
5. South South,Cocoyam,0.0714870284819844,0.044307390320634514,0.02717963816134989,1.6134335144693004
5. South South,Coffee,4.337819553614112e-5,2.1286215794060807e-4,-1.6948396240446694e-4,0.2037853790256337
5. South South,Dry pepper,0.008555830759886007,0.005229618650917097,0.0033262121089689097,1.6360333957401665
5. South South,Duck,0,0,0,NA
5. South South,Fish - dried,0.04828154502613624,0.04037537244414885,0.007906172581987392,1.1958167096272359
5. South South,Fish - fresh,0.21842433088550292,0.19092231291472775,0.027502017970775172,1.1440482128616287
5. South South,Fish - frozen,0.059044632993055395,0.07662048538438103,-0.017575852391325635,0.7706115759623151
5. South South,Fish - smoked,0.05766458540922535,0.08899446443667934,-0.03132987902745399,0.6479569911930243
5. South South,Fresh milk,0.0030393025300241663,0.004094182556042998,-0.0010548800260188318,0.7423466072703981
5. South South,Fresh pepper,0.08058580447633966,0.09716831067955495,-0.01658250620321529,0.8293424462435942
5. South South,Fruit juice,0.002494668719147427,0.008236012091475271,-0.005741343372327843,0.30289765136813573
5. South South,Garden eggs/Eggplant,0.011211477411170533,0.038798637409699535,-0.027587159998529003,0.28896575136856995
5. South South,Gari - white,0.32740117498400484,0.3616385754496645,-0.03423740046565965,0.9053270231941143
5. South South,Gari - yellow,0.4727392000871922,0.47337618171807055,-6.369816308783305e-4,0.9986543859714985
5. South South,Gin,0.0023474533214518332,0.005362817418176914,-0.0030153640967250806,0.43772762307650004
5. South South,Goat,0.020280772023053308,0.031473315425106334,-0.011192543402053026,0.644379905616022
5. South South,Ground pepper,0.011120192173605289,0.009639540296059863,0.0014806518775454264,1.1536019179411117
5. South South,Groundnut oil,0.06314908373193266,0.09842506331455819,-0.03527597958262553,0.6415955611845889
5. South South,Groundnuts - shelled,0.03199530645500899,0.03129395561663701,7.013508383719794e-4,1.0224117029807225
5. South South,Groundnuts - unshelled,0.013241122704772176,0.10835001585499049,-0.09510889315021831,0.12220692909259323
5. South South,Guava,0.034575640249624846,0.034020577189489275,5.550630601355716e-4,1.0163155097882073
5. South South,Guinea corn / sorghum,0.007572472604311981,0.0012379140640824886,0.006334558540229492,6.117123008796666
5. South South,Honey,0.0012493089922766447,0.0013454564780638434,-9.614748578719865e-5,0.9285391334801419
5. South South,Kola nut,5.10556560323098e-4,5.838944845117588e-4,-7.333792418866075e-5,0.874398669393179
5. South South,Leaves,0.16780131487398825,0.1177143308518317,0.050086984022156555,1.4254960603327185
5. South South,Local eggs,0.002360214772646179,9.70192259350772e-4,0.001390022513295407,2.4327289255281985
5. South South,Maize - shelled/off cob,0.0029886543729397055,0.013057282262298974,-0.010068627889359269,0.2288879349394947
5. South South,Maize - unshelled/on cob,0.0021352958422012087,0.2376145985962783,-0.23547930275407708,0.008986383222308688
5. South South,Maize flour,0.0014205317216674424,0.0045621183812409,-0.003141586659573458,0.31137546265975163
5. South South,Malt drinks,0.033798430155628646,0.040212496026811075,-0.006414065871182428,0.840495703949689
5. South South,Mangoes,0.042642135175438654,0.0017297026416456588,0.040912432533792994,24.65287046961346
5. South South,Meat pie/Sausage roll,0.004953392988636172,0.00410759301599833,8.457999726378422e-4,1.2059113376967008
5. South South,Melon - ground,0.011580814353443773,0.010885161265798741,6.956530876450311e-4,1.0639083859814533
5. South South,Melon - shelled,0.020019576313642356,0.017720831379433907,0.0022987449342084486,1.1297199259441224
5. South South,Melon - unshelled,6.888984637420975e-4,0.004727115114487756,-0.004038216650745658,0.14573338009703804
5. South South,Milk - tinned,0.0030297951665825135,0.005123208531958971,-0.002093413365376458,0.5913862665715082
5. South South,Milk powder,0.011574415121425536,0.013321171417573406,-0.0017467562961478705,0.8688736717370416
5. South South,Millet,0.012938543636791294,0.011971659740342963,9.668838964483305e-4,1.0807643983724375
5. South South,Mutton,7.214842865177432e-4,0,7.214842865177432e-4,NA
5. South South,Ogbono - ground,0.00431605118066218,0.006544244499721504,-0.002228193319059324,0.6595186321119043
5. South South,Ogbono - unground,0.003448752475915189,0.0028639228433244225,5.848296325907665e-4,1.2042057920498654
5. South South,Okra - dried,7.174964997634253e-4,2.490778842976767e-4,4.684186154657486e-4,2.8806110256899986
5. South South,Okra - fresh,0.07849403073114342,0.07756046221271808,9.335685184253401e-4,1.012036654911428
5. South South,Onions,0.1503589853579638,0.18589470992811624,-0.035535724570152444,0.808839506062901
5. South South,Orange/Tangerine,0.10408240874328988,0.10906331647021413,-0.00498090772692425,0.9543301277814656
5. South South,Other alcoholic beverages,0,6.093705135135358e-4,-6.093705135135358e-4,0
5. South South,Other domestic poultry,0,3.875350783186325e-4,-3.875350783186325e-4,0
5. South South,Other eggs,0,4.8507750161665616e-5,-4.8507750161665616e-5,0
5. South South,Other fish/seafood,0,0,0,NA
5. South South,Other fruits,0,2.8005266913590725e-4,-2.8005266913590725e-4,0
5. South South,Other grains/flour,0.0014549106750701133,0.004977356012053962,-0.0035224453369838483,0.2923059294024114
5. South South,Other meat,0,2.7472966011288913e-5,-2.7472966011288913e-5,0
5. South South,Other milk products,NA,0,NA,NA
5. South South,Other non-alcoholic drinks,7.8252756003914e-4,0.0016579960108091334,-8.754684507699934e-4,0.4719719196774495
5. South South,Other nuts/seeds/pulses,2.774097596280016e-4,0,2.774097596280016e-4,NA
5. South South,Other oil/fat,1.0445904741504972e-4,0.0014997983589486047,-0.001395339311533555,0.06964872763847939
5. South South,Other roots/tubers,NA,3.7983116605093983e-4,NA,NA
5. South South,Other spices,0.008451659519208343,0.0062212088930767425,0.0022304506261316007,1.3585236670984882
5. South South,Other sweets,NA,0,NA,NA
5. South South,Other vegetables,9.086159538384134e-4,0.00664455762503902,-0.005735941671200607,0.1367458911657911
5. South South,Palm oil,0.13524251710802046,0.14799971306120902,-0.012757195953188555,0.9138025629285342
5. South South,Palm wine,0.03905614062203108,0.026806769826879268,0.012249370795151815,1.4569506462083812
5. South South,Pawpaw,0.15801336481577857,0.13426282209789278,0.023750542717885792,1.1768958997492915
5. South South,Pineapples,0.06901538335647597,0.07984444884359332,-0.010829065487117345,0.8643729696433835
5. South South,Pito,0,2.4265324705689405e-4,-2.4265324705689405e-4,0
5. South South,Plantains,0.4538228000521468,0.39027634451025367,0.06354645554189314,1.1628242562885427
5. South South,Pork,0.009237412961765572,0.005391983889779221,0.003845429071986351,1.7131751783004316
5. South South,Potatoes,0,0.005761796725949332,-0.005761796725949332,0
5. South South,Rice - imported,0.04141350201692269,0.06057306016529219,-0.019159558148369497,0.6836950602118044
5. South South,Rice - local,0.553369927460311,0.4429133836755041,0.1104565437848069,1.2493863311787656
5. South South,Sachet water,2.1146757677475807,1.7645873938618446,0.3500883738857361,1.1983967329153127
5. South South,Salt,0.028496053102596387,0.03446607005058437,-0.005970016947987985,0.8267856782271362
5. South South,Seafood,0.009853775732342465,0.010267930471863522,-4.1415473952105715e-4,0.9596652177713965
5. South South,Shea butter,NA,0,NA,NA
5. South South,Snails,0.0028099922890617536,0.005759815682712144,-0.002949823393650391,0.4878614948557873
5. South South,Soft drinks,0.0878710138962904,0.12128890647055422,-0.03341789257426382,0.724476924174621
5. South South,Soya beans,0.0010244468640806747,0.0014532499963284679,-4.288031322477932e-4,0.7049350536169733
5. South South,Sugar,0.014950484105424518,0.01501015264424156,-5.96685388170419e-5,0.9960247880064076
5. South South,Sweet potatoes,0.06786362136421244,0.09647971767696824,-0.0286160963127558,0.7033978021311409
5. South South,Tea,5.090665768744461e-4,0.001170195742760373,-6.611291658859268e-4,0.4350268577063951
5. South South,Tomato puree - canned,0.027134063520329356,0.029003978542946292,-0.0018699150226169359,0.9355290164813718
5. South South,Tomatoes,0.11157159118146548,0.11939693652589929,-0.007825345344433812,0.9344594126773399
5. South South,Watermelon,0.08844742081949714,0.13158398727668452,-0.043136566457187386,0.6721746517189574
5. South South,Wheat flour,0.005366172308013235,0.014115125793106259,-0.008748953485093023,0.3801717665622251
5. South South,White beans,0.2642931833856062,0.2692826290409214,-0.004989445655315172,0.9814713423101757
5. South South,Wild game/Bush meat,0.008218510571499806,0.0130650065150875,-0.004846495943587693,0.6290475677917995
5. South South,Yam flour,0.018064543935817044,0.008341177916797032,0.009723366019020012,2.1657065843709677
5. South South,Yam roots,0.9540574509451046,0.687544566224362,0.26651288472074264,1.3876299774781047
6. South West,Agricultural eggs,0.025065729502815264,0.04281055815007138,-0.017744828647256114,0.5855034502224418
6. South West,Animal fat,0,0,0,NA
6. South West,Apples,0.007903261872100793,0.014772005788473527,-0.006868743916372735,0.5350161640383083
6. South West,Avocado pear,0.0031604641060858783,0.0022323773552786626,9.280867508072157e-4,1.4157391888126212
6. South West,Baby milk powder,7.344045378806911e-4,1.3391813818536535e-4,6.004863996953258e-4,5.483981093465853
6. South West,Bananas,0.1096277390866958,0.09592463285745975,0.013703106229236053,1.1428528399957323
6. South West,Beef,0.0674052383869933,0.07622123003139239,-0.008815991644399085,0.8843367964441384
6. South West,Beer,0.008069629065888477,0.019283475036975885,-0.011213845971087408,0.41847379947934893
6. South West,Biscuits,0.005610995029803556,0.010142134858292899,-0.004531139828489343,0.5532360896597254
6. South West,Bottled water,0.11320939878702221,0.031606375008787074,0.08160302377823514,3.5818533050863377
6. South West,Bread,0.1901443772733775,0.21820878664530083,-0.028064409371923338,0.8713873542702837
6. South West,Brown beans,0.21213308939838757,0.25789394149090267,-0.0457608520925151,0.8225594140445159
6. South West,Buns/Pofpof/Donuts,0.005287918489844293,0.005189863100304109,9.805538954018363e-5,1.0188936370083514
6. South West,Butter/Margarine,4.086231703202773e-4,0.002331858637873649,-0.0019232354675533716,0.17523496651275927
6. South West,Cake,0.0018396009020243017,0.003672830080060736,-0.0018332291780364344,0.5008674133908969
6. South West,Canned fish/seafood,0,6.446844988892218e-5,-6.446844988892218e-5,0
6. South West,Cashew nut,1.8942291497797028e-4,9.959199294463973e-5,8.983092203333054e-5,1.901989400726873
6. South West,Cassava flour,0.12967242205203872,0.11560550742699804,0.014066914625040672,1.1216803155673494
6. South West,Cassava roots,0.08099277746166315,0.05944042453137068,0.021552352930292472,1.3625874663616822
6. South West,Cheese/wara,0.003337059167215557,0.0037666564970693615,-4.2959732985380474e-4,0.8859473036131508
6. South West,Chicken,0.03286955907932794,0.03966401937620374,-0.006794460296875797,0.8286996526390338
