survey_period,product,zone,estimate_kg_person_week,se,cv,ci_low,ci_high,estimate_kg_person_year_equivalent
Post-Planting,Pork,2. North East,8.813108353813297e-4,5.640895695200492e-4,0.6400574540490884,0,0.001986926391640626,0.04595406498774076
Post-Planting,Potatoes,2. North East,0.009394953121988904,0.002625419911220435,0.27945002781074396,0.004249130095996852,0.014540776147980956,0.48987969850370716
Post-Planting,Rice - imported,2. North East,0.006336834302549249,0.0025346180580113208,0.3999817475094256,0.0013689829088470605,0.011304685696251437,0.3304206457757823
Post-Planting,Rice - local,2. North East,0.4099743147763904,0.029762052741469373,0.0725949203859327,0.35164069140311044,0.46830793814967037,21.37723212762607
Post-Planting,Sachet water,2. North East,0.33095843652064283,0.08084955875143163,0.24428916090310576,0.17249330136783683,0.48942357167344885,17.25711847571923
Post-Planting,Salt,2. North East,0.03527715631501224,0.0025343458102067454,0.07184098932396801,0.03030983852700702,0.040244474103017465,1.839451722139924
Post-Planting,Seafood,2. North East,0,0,NA,0,0,0
Post-Planting,Shea butter,2. North East,0,0,NA,0,0,0
Post-Planting,Snails,2. North East,0,0,NA,0,0,0
Post-Planting,Soft drinks,2. North East,0.021316607478913008,0.005454236898317145,0.25586796134012557,0.010626303158211404,0.03200691179961461,1.111508818543321
Post-Planting,Soya beans,2. North East,0.012594215530637254,0.0033048917770506737,0.2624134682315898,0.006116627647617933,0.019071803413656573,0.656698381240371
Post-Planting,Sugar,2. North East,0.03316508676896399,0.0049271831860263175,0.14856536394281933,0.02350780772435241,0.042822365813575576,1.729322381524551
Post-Planting,Sweet potatoes,2. North East,0.06591476541208324,0.012078936151799698,0.18325084032818895,0.04224005055455583,0.08958948026961065,3.436984196487198
Post-Planting,Tea,2. North East,0.0019126906438621065,7.022429763421989e-4,0.36714927141810516,5.362944102313967e-4,0.0032890868774928163,0.09973315500138126
Post-Planting,Tomato puree - canned,2. North East,0.0024568689471876387,7.750152405224029e-4,0.3154483438807583,9.37839075763729e-4,0.003975898818611549,0.1281081665319269
Post-Planting,Tomatoes,2. North East,0.04586993215211325,0.007925471884240353,0.17278141720284237,0.030336007259002158,0.06140385704522434,2.3917893193601905
Post-Planting,Watermelon,2. North East,0.06737508801073296,0.015386244741503411,0.22836697057898253,0.037218048317386274,0.09753212770407964,3.5131295891310756
Post-Planting,Wheat flour,2. North East,0.002579978892235082,0.0011585753752894053,0.44906389690874976,3.0917115666784754e-4,0.004850786627802316,0.1345274708094007
Post-Planting,White beans,2. North East,0.15759042593061212,0.016699216758141355,0.10596593453903162,0.12485996108465507,0.19032089077656916,8.217215066381918
Post-Planting,Wild game/Bush meat,2. North East,5.604570896794862e-4,3.65429819166903e-4,0.6520210483480274,0,0.001276699535246616,0.029223833961858924
Post-Planting,Yam flour,2. North East,4.782967974558091e-5,4.829414038215844e-5,1.009710720185628,0,1.4248619489461145e-4,0.002493976158162433
Post-Planting,Yam roots,2. North East,0.06959882586749244,0.01532456339588342,0.2201842230077199,0.03956268161156094,0.09963497012342394,3.629081634519249
Post-Planting,Agricultural eggs,3. North West,0.004932469698303425,0.0012592441329920055,0.2552968816869034,0.002464351197639094,0.007400588198967755,0.2571930628401072
Post-Planting,Animal fat,3. North West,5.089478630654426e-4,4.70563223711649e-4,0.924580409626638,0,0.0014312517815402745,0.026537995716983794
Post-Planting,Apples,3. North West,1.455924381375807e-4,1.133551014423629e-4,0.7785782207675206,0,3.67768436964612e-4,0.007591605702888137
Post-Planting,Avocado pear,3. North West,0,0,NA,0,0,0
Post-Planting,Baby milk powder,3. North West,3.079852484127267e-4,3.039083498414038e-4,0.9867626823286696,0,9.036456141018782e-4,0.016059230810092178
Post-Planting,Bananas,3. North West,0.021961584480072634,0.007195784920609075,0.3276532677839498,0.007857846035678847,0.03606532292446642,1.145139762175216
Post-Planting,Beef,3. North West,0.02756956077531225,0.004665504164976831,0.16922664104081978,0.01842517261195766,0.036713948938666835,1.4375556689984244
Post-Planting,Beer,3. North West,2.507683305808636e-4,1.5212950106008145e-4,0.6066535623046917,0,5.489421526586232e-4,0.013075777237430744
Post-Planting,Biscuits,3. North West,0.002018774670380098,3.5051036758777375e-4,0.1736253048596945,0.0013317743499080613,0.0027057749908521345,0.10526467924124795
Post-Planting,Bottled water,3. North West,0.009598131241227856,0.003926397889002804,0.4090794124732674,0.0019023913787823603,0.017293871103673353,0.5004739861497383
Post-Planting,Bread,3. North West,0.10467420478210028,0.009482556685555319,0.09059115094588113,0.08608839367841185,0.1232600158857887,5.45801210649523
Post-Planting,Brown beans,3. North West,0.011945769624932085,0.004271084069351926,0.357539464049074,0.0035744448490023107,0.02031709440086186,0.6228865590143159
Post-Planting,Buns/Pofpof/Donuts,3. North West,0.001010726164834961,4.0995009517955913e-4,0.4055995673630344,2.072239782830251e-4,0.0018142283513868968,0.05270215002353725
Post-Planting,Butter/Margarine,3. North West,6.0130336353915046e-6,6.019589561111859e-6,1.0010902858886017,0,1.7811429175170746e-5,3.1353675384541415e-4
Post-Planting,Cake,3. North West,0.0023123529803372625,0.0012475139191490843,0.5394997778267967,0,0.004757480261869468,0.12057269111758583
Post-Planting,Canned fish/seafood,3. North West,0,0,NA,0,0,0
Post-Planting,Cashew nut,3. North West,0,0,NA,0,0,0
Post-Planting,Cassava flour,3. North West,0.01851577267715277,0.005245670504671767,0.2833082149007249,0.008234258487996108,0.028797286866309432,0.9654652895943945
Post-Planting,Cassava roots,3. North West,0.832979863911364,0.12997666764453666,0.1560381868466958,0.5782255953280722,1.087734132494656,43.43395004680684
Post-Planting,Cheese/wara,3. North West,0.03737579101054083,0.013682958957718821,0.36609148830749594,0.01055719145341194,0.06419439056766972,1.9488805312639148
Post-Planting,Chicken,3. North West,0.02193001717337554,0.006352321645592007,0.2896633228953481,0.009479466748015206,0.034380567598735874,1.1434937526117246
Post-Planting,Chocolate drinks,3. North West,6.422902374645674e-4,1.8213821548825626e-4,0.28357618544420754,2.8529933510758516e-4,9.992811398215496e-4,0.03349084809636673
Post-Planting,Coconut,3. North West,2.506699432376099e-4,2.487731406506759e-4,0.9924330673137942,0,7.382652989129347e-4,0.0130706470402468
Post-Planting,Cocoyam,3. North West,0.004638132265459504,0.002148652467224448,0.46325812724781773,4.267734296995859e-4,0.008849491101219423,0.24184546812753127
Post-Planting,Coffee,3. North West,3.8867753462192126e-5,2.9794789518302182e-5,0.7665683468761451,0,9.726554091806441e-5,0.0020266757162428753
Post-Planting,Dry pepper,3. North West,0.011617081645267228,0.001897503805452411,0.16333739086919902,0.007897974186580503,0.015336189103953953,0.6057478286460769
Post-Planting,Duck,3. North West,0,0,NA,0,0,0
Post-Planting,Fish - dried,3. North West,0.005716027839010395,0.0014738184045605274,0.2578396127643225,0.0028273437660717615,0.00860471191194903,0.2980500230341135
Post-Planting,Fish - fresh,3. North West,0.051210980877181574,0.01264462295683367,0.24691233677322166,0.02642751988178758,0.07599444187257556,2.670286860024468
Post-Planting,Fish - frozen,3. North West,0.007530442525026608,0.0016708408508021417,0.22187817585079275,0.004255594457454411,0.010805290592598805,0.3926587888049588
Post-Planting,Fish - smoked,3. North West,0.006405597106956515,0.0025690729779257074,0.4010669005603989,0.0013702140702221283,0.011440980143690901,0.33400613486273256
Post-Planting,Fresh milk,3. North West,0.03997792043458485,0.008473047438333822,0.21194317628897472,0.023370747455450556,0.05658509341371914,2.084562994089067
Post-Planting,Fresh pepper,3. North West,0.036069809912656695,0.004450075393385366,0.12337396299457236,0.027347662141621376,0.04479195768369201,1.8807829454456704
Post-Planting,Fruit juice,3. North West,0,0,NA,0,0,0
Post-Planting,Garden eggs/Eggplant,3. North West,0.01586178165317701,0.00360372035605298,0.2271951811498539,0.00879848975531317,0.022925073551040853,0.8270786147728012
Post-Planting,Gari - white,3. North West,0.09366822024379799,0.010515651012609883,0.1122648747380908,0.07305754425908262,0.11427889622851337,4.884128626998039
Post-Planting,Gari - yellow,3. North West,0.04013811826614751,0.010994518100632546,0.27391712854424777,0.018588862788907718,0.0616873737433873,2.092916166734834
Post-Planting,Gin,3. North West,0,0,NA,0,0,0
Post-Planting,Goat,3. North West,0.027597718106159665,0.0092205533720840591,0.33410564368457984,0.009525433496874909,0.04567000271544442,1.4390238726783253
Post-Planting,Ground pepper,3. North West,0.0029151119379605493,4.6017532309104036e-4,0.15785854295975513,0.00201316830470211,0.0038170555712189885,0.15200226533651434
Post-Planting,Groundnut oil,3. North West,0.054831792710400847,0.0034132469369949833,0.06224941349305066,0.04814182871389068,0.06152175670691101,2.8590863341851867
Post-Planting,Groundnuts - shelled,3. North West,0.009682530440037595,0.0019227305494531203,0.19857727908631856,0.0059139785631094795,0.01345108231696571,0.504874801516246
Post-Planting,Groundnuts - unshelled,3. North West,0.0079677456508716,0.0015646247601992225,0.19636981760682415,0.0049010811208811235,0.011034410180862077,0.4154610232240191
Post-Planting,Guava,3. North West,0.002570592521548735,0.0019220976957004467,0.7477255456039442,0,0.006337904005121611,0.1340380386236126
Post-Planting,Guinea corn / sorghum,3. North West,0.637562997508978,0.05232478682411336,0.08206998685392894,0.5350064153337158,0.7401195796842402,33.244356298682426
Post-Planting,Honey,3. North West,0.0016420401222966552,9.097416382819627e-4,0.554031308936315,0,0.003425133733329302,0.08562066351975417
Post-Planting,Kola nut,3. North West,0.0038398421976044614,5.220518995481214e-4,0.1359566025587746,0.0028166204744901435,0.00486306392071878,0.20022034316080406
Post-Planting,Leaves,3. North West,0.027592003809092755,0.005676171766081899,0.20571799733556703,0.016466707147572233,0.03871730047061328,1.4387259129026937
Post-Planting,Local eggs,3. North West,0.003114705386829282,8.049210780247489e-4,0.25842607182958804,0.0015370600739007742,0.0046923506997577896,0.16240963802752684
Post-Planting,Maize - shelled/off cob,3. North West,0.16626563976161174,0.027871048333236295,0.16762963395923072,0.1116383850284686,0.22089289449475488,8.66956550185547
Post-Planting,Maize - unshelled/on cob,3. North West,0.02914612645044521,0.00818497874529899,0.2808256101961008,0.013103568109659191,0.045188684791231226,1.5197623077732145
Post-Planting,Maize flour,3. North West,0.31125987167247315,0.03833281216445142,0.12315372347382951,0.23612755983014838,0.3863921835147979,16.229979022921814
Post-Planting,Malt drinks,3. North West,0.0034510503617149113,0.0010351955476414355,0.29996535522217693,0.0014220670883376978,0.005480033635092125,0.1799476260037061
Post-Planting,Mangoes,3. North West,8.541481485160718e-4,6.622084105467017e-4,0.7752851910961457,0,0.002152076633187607,0.044537724886909456
Post-Planting,Meat pie/Sausage roll,3. North West,2.2133990517630596e-4,1.77166921884525e-4,0.8004291939286978,0,5.685870720699749e-4,0.011541295055621667
Post-Planting,Melon - ground,3. North West,2.2002991498007486e-4,1.9693119014212754e-4,0.8950200710660682,0,6.060150476586448e-4,0.011472988423961047
Post-Planting,Melon - shelled,3. North West,2.4491659599213945e-4,1.4392925575765087e-4,0.5876664060865449,0,5.270179372771351e-4,0.012770651076732985
Post-Planting,Melon - unshelled,3. North West,0,0,NA,0,0,0
Post-Planting,Milk - tinned,3. North West,5.672050834136037e-4,2.83374862436337e-4,0.4995985944464838,1.1790353038383162e-5,0.0011226198137888241,0.029575693635137908
Post-Planting,Milk powder,3. North West,0.001873288038975471,2.967534975624267e-4,0.15841317052594092,0.0012916511837531147,0.002454924894197827,0.09767859060372099
Post-Planting,Millet,3. North West,0.4939502495037367,0.06873236891329851,0.13914836358996222,0.35923480643367167,0.6286656925738018,25.755977295551986
Post-Planting,Mutton,3. North West,0.004610181912932409,0.0017256253985021835,0.37430744189540255,0.0012279561318681294,0.007992407693996688,0.24038805688861847
Post-Planting,Ogbono - ground,3. North West,7.015449449915262e-6,7.115144538002267e-6,1.014210791311198,0,2.0961132744399706e-5,3.658055784598672e-4
Post-Planting,Ogbono - unground,3. North West,0,0,NA,0,0,0
Post-Planting,Okra - dried,3. North West,0.0027515126088244,4.968075740256759e-4,0.18055798560848313,0.0017777697637340753,0.0037252554539147246,0.14347172888870086
Post-Planting,Okra - fresh,3. North West,0.05345384868610001,0.006001715976570242,0.11227846308718481,0.041690485372022336,0.06521721200017769,2.7872363957752144
Post-Planting,Onions,3. North West,0.11333352246879973,0.007457837269978277,0.06580433668274442,0.0987161614196423,0.12795088351795714,5.909533671587414
Post-Planting,Orange/Tangerine,3. North West,0.07016730506142993,0.009477038169938314,0.13506344816351967,0.051592310248350835,0.08874229987450902,3.658723763917418
Post-Planting,Other alcoholic beverages,3. North West,0,0,NA,0,0,0
Post-Planting,Other domestic poultry,3. North West,0,0,NA,0,0,0
Post-Planting,Other eggs,3. North West,1.7137894748466128e-4,1.2338097420925312e-4,0.7199307500724145,0,4.132056569347974e-4,0.00893618797598591
Post-Planting,Other fish/seafood,3. North West,0,0,NA,0,0,0
Post-Planting,Other fruits,3. North West,0,0,NA,0,0,0
Post-Planting,Other grains/flour,3. North West,0.00773101687935126,0.0029198125267871685,0.3776750940210315,0.002008184326848409,0.01345384943185411,0.40311730870902995
Post-Planting,Other meat,3. North West,4.581909905718655e-5,4.647732735574153e-5,1.0143658062270813,0,1.3691466067443993e-4,0.0023891387365532987
Post-Planting,Other milk products,3. North West,0,0,NA,0,0,0
Post-Planting,Other non-alcoholic drinks,3. North West,0,0,NA,0,0,0
Post-Planting,Other nuts/seeds/pulses,3. North West,0,0,NA,0,0,0
Post-Planting,Other oil/fat,3. North West,3.746141984202307e-4,2.614773920822492e-4,0.6979911417797674,0,8.871098869014391e-4,0.01953345463191203
Post-Planting,Other roots/tubers,3. North West,0,0,NA,0,0,0
Post-Planting,Other spices,3. North West,0.012504875405336593,0.0012071014735680096,0.09653046787278391,0.010138956517143295,0.014870794293529891,0.6520399318496938
Post-Planting,Other sweets,3. North West,3.987839500804077e-5,2.034061958092075e-5,0.5100661542877898,1.0780629436100736e-8,7.974600938664544e-5,0.0020793734539906973
Post-Planting,Other vegetables,3. North West,0.0016269545418564786,8.631931052061987e-4,0.5305576050214839,0,0.003318813028060628,0.08483405825394495
Post-Planting,Palm oil,3. North West,0.06720019025074936,0.0038800302716431893,0.05773838224512947,0.05959533091832871,0.07480504958317001,3.504009920217645
Post-Planting,Palm wine,3. North West,7.681987968351884e-4,4.4872934747431124e-4,0.5841318019801363,0,0.0016477083178848386,0.040056080120691964
Post-Planting,Pawpaw,3. North West,8.468602264508482e-4,5.126734311765982e-4,0.605381401987892,0,0.0018517001515569805,0.04415771180779422
Post-Planting,Pineapples,3. North West,0.010685837106908597,0.003679136803199051,0.34430028891423203,0.0034747289726384566,0.017896945241178738,0.5571900777173768
Post-Planting,Pito,3. North West,9.996600597400142e-4,8.583427782377136e-4,0.8586346627281942,0,0.002682011905085933,0.0521251316864436
Post-Planting,Plantains,3. North West,9.627683016866049e-4,5.653183543032865e-4,0.5871800653521161,0,0.0020707922761210463,0.050201490016515825
Post-Planting,Pork,3. North West,0,0,NA,0,0,0
Post-Planting,Potatoes,3. North West,0.005505194855309879,0.002185968043279053,0.39707369143721405,0.0012206974904829353,0.009789692220136823,0.28705658888401514
Post-Planting,Rice - imported,3. North West,0.03893588310515175,0.010089325368020628,0.25912666063777223,0.019160805383831324,0.05871096082647218,2.0302281904829127
Post-Planting,Rice - local,3. North West,0.5126708696031923,0.05688673552661441,0.11096151332070964,0.401172867971028,0.6241688712353566,26.7321239150236
Post-Planting,Sachet water,3. North West,0.6402667619653897,0.1293499159158149,0.20202503643755765,0.38674092677039246,0.8937925971603868,33.38533830248103
Post-Planting,Salt,3. North West,0.03650384082183754,0.0029700364678384487,0.08136230054076107,0.030682569344874178,0.0423251122988009,1.9034145571386716
Post-Planting,Seafood,3. North West,1.0991287541609412e-4,1.0782710971289446e-4,0.9810234633995004,0,3.2125401045336727e-4,0.005731171360982051
Post-Planting,Shea butter,3. North West,0,0,NA,0,0,0
Post-Planting,Snails,3. North West,0,0,NA,0,0,0
Post-Planting,Soft drinks,3. North West,0.02131055326237995,0.0045531142679829835,0.21365537590338912,0.012386449297133303,0.030234657227626596,1.1111931343955261
Post-Planting,Soya beans,3. North West,0.05800092395717332,0.015596670844763702,0.2689038342954667,0.027431449101436467,0.08857039881291018,3.024333892052609
Post-Planting,Sugar,3. North West,0.04569864622713488,0.003772581843263774,0.08255347050135799,0.038304385814337885,0.05309290663993188,2.3828579818434616
Post-Planting,Sweet potatoes,3. North West,0.0881549183849825,0.013563685635915446,0.15386192721183514,0.06157009453858823,0.11473974223137678,4.596649315788373
Post-Planting,Tea,3. North West,0.0012700068495581035,3.9504397698311835e-4,0.3110565719551616,4.957206546711916e-4,0.0020442930444450154,0.06622178572695826
Post-Planting,Tomato puree - canned,3. North West,0.001492518846039305,5.196235717078936e-4,0.3481521007837307,4.7405664549183364e-4,0.0025109810465867763,0.07782419697204947
Post-Planting,Tomatoes,3. North West,0.09127365221474507,0.007218245767697219,0.07908356456159346,0.07712589051005851,0.10542141391943162,4.759269008340278
Post-Planting,Watermelon,3. North West,0.27191797864708644,0.03315800938698999,0.12194121753907526,0.20692828024858606,0.33690767704558683,14.178580315169508
Post-Planting,Wheat flour,3. North West,0.017213680347001267,0.004689633035509189,0.2724363959928042,0.008021999597403257,0.026405361096599276,0.8975704752364946
Post-Planting,White beans,3. North West,0.19719946757300003,0.016105163158336367,0.08166940487491174,0.16563334778266076,0.2287655873633393,10.28254366630643
Post-Planting,Wild game/Bush meat,3. North West,0,0,NA,0,0,0
Post-Planting,Yam flour,3. North West,3.4231414316211896e-4,3.4646755443112134e-4,1.0121333323555823,0,0.0010213905498471167,0.017849237464881918
Post-Planting,Yam roots,3. North West,0.08900633548304097,0.02367807214269834,0.26602681723943006,0.042597314083352225,0.1354153568827297,4.641044635901422
Post-Planting,Agricultural eggs,4. South East,0.013178833223151155,0.0020923921017893437,0.15876914643047874,0.009077744703644041,0.01727992174265827,0.6871820180643102
Post-Planting,Animal fat,4. South East,2.5570344140404427e-5,2.5605449525034627e-5,1.0013728944920506,0,7.575702520947229e-5,0.0013333108016068023
Post-Planting,Apples,4. South East,0.0034895702482641497,0.0019003412507201858,0.5445774452213681,0,0.007214239099675714,0.1819561629452021
Post-Planting,Avocado pear,4. South East,0.004725755411658067,0.0014453547978809799,0.3058462979940526,0.0018928600078113463,0.007558650815504787,0.24641438932217063
Post-Planting,Baby milk powder,4. South East,0.0013084329758336528,7.115996619199357e-4,0.5438564107317367,0,0.002703168313196727,0.06822543373989762
Post-Planting,Bananas,4. South East,0.09590635612857573,0.015187756124189076,0.15836026658992017,0.06613835412516514,0.12567435813198632,5.000831426704306
Post-Planting,Beef,4. South East,0.09531241633236219,0.009505255967212274,0.0997273632646839,0.07668211463662614,0.11394271802809824,4.969861708758885
Post-Planting,Beer,4. South East,0.03938578679078743,0.008070869987661159,0.2049183384486554,0.023566881614971558,0.0552046919666033,2.0536874540910586
Post-Planting,Biscuits,4. South East,0.00720015785315501,0.001085444218049071,0.1507528362830885,0.005072687185778831,0.009327628520531189,0.3754368023430827
Post-Planting,Bottled water,4. South East,0.027306403312180805,0.017142842313821342,0.6277956901842977,0,0.060906374247270634,1.4238338869922849
Post-Planting,Bread,4. South East,0.15875799566311088,0.012311478191688277,0.07754871268224874,0.13462749840740185,0.18288849291881992,8.278095488147924
Post-Planting,Brown beans,4. South East,0.04745625800261586,0.009563937339665256,0.20153163654702985,0.02871094081687196,0.06620157518835976,2.4745048815649695
Post-Planting,Buns/Pofpof/Donuts,4. South East,0.003843375930748535,9.54627213672509e-4,0.24838247178349426,0.0019723065919504176,0.005714445269546653,0.20040460210331648
Post-Planting,Butter/Margarine,4. South East,5.5531933895599986e-5,4.3929796838909864e-5,0.7910726992057915,0,1.4163433569986333e-4,0.0028955936959848562
Post-Planting,Cake,4. South East,0.002939196922538357,0.002033216131958261,0.6917590707744514,0,0.006924300541176549,0.15325812524664292
Post-Planting,Canned fish/seafood,4. South East,0,0,NA,0,0,0
Post-Planting,Cashew nut,4. South East,5.566280247353357e-4,3.5921183092976625e-4,0.6453355112699608,0,0.0012606832133576775,0.029024175575485364
Post-Planting,Cassava flour,4. South East,0.030978280052365706,0.0096734925617619,0.31226693494312213,0.012018234631312383,0.04993832547341903,1.615296031301926
Post-Planting,Cassava roots,4. South East,0.86428271195454,0.19241920590267286,0.2226345653351375,0.4871410683853012,1.2414243555237787,45.06616998048673
Post-Planting,Cheese/wara,4. South East,0,0,NA,0,0,0
Post-Planting,Chicken,4. South East,0.02235603074294123,0.005110723989282617,0.22860605480676818,0.0123390117239473,0.032373049761935155,1.1657073173105068
Post-Planting,Chocolate drinks,4. South East,0.011339590932111657,0.0015654492566191643,0.13805165159759838,0.008271310389138095,0.014407871475085219,0.5912786700315363
Post-Planting,Coconut,4. South East,0.02916140506170835,0.005030310782061926,0.17249891668173403,0.01930199592886698,0.039020814194549724,1.5205589782176498
Post-Planting,Cocoyam,4. South East,0.09005862392322432,0.013321337670256742,0.14791851229720415,0.06394880208952111,0.11616844575692753,4.695913961710983
Post-Planting,Coffee,4. South East,3.300395533482279e-5,1.1641427975126488e-5,0.3527282671735865,1.0186756503574872e-5,5.5821154166070704e-5,0.0017209205281729025
Post-Planting,Dry pepper,4. South East,0.0021950817186951444,4.80862224463348e-4,0.21906347283926825,0.0012525917587469823,0.0031375716786433065,0.11445783247481824
Post-Planting,Duck,4. South East,0.00176621215763352,0.001750592908369339,0.9911566403862214,0,0.005197374258037424,0.09209534821946211
Post-Planting,Fish - dried,4. South East,0.03354114897595979,0.0040987524671638196,0.1222007173964598,0.025507594140318706,0.041574703811600874,1.7489313394607606
Post-Planting,Fish - fresh,4. South East,0.020119669421397285,0.003943419782138282,0.19599823931224497,0.012390566648406251,0.02784877219438832,1.04909704840143
Post-Planting,Fish - frozen,4. South East,0.05363714157602043,0.0049155515269377545,0.09164454671714556,0.044002660583222435,0.06327162256881844,2.796793810749637
Post-Planting,Fish - smoked,4. South East,0.02293424186740845,0.003219424273889014,0.14037631121629077,0.016624170290585983,0.02924431344423092,1.195856897372012
Post-Planting,Fresh milk,4. South East,0,0,NA,0,0,0
Post-Planting,Fresh pepper,4. South East,0.06589506268970224,0.0052556908681965445,0.07975849257394937,0.05559390858803702,0.07619621679136747,3.43595684024876
Post-Planting,Fruit juice,4. South East,0.0029152471574673483,0.0027401703152311625,0.9399444257109625,0,0.008285980975320427,0.1520093160679403
Post-Planting,Garden eggs/Eggplant,4. South East,0.03519909415756484,0.004563823878532941,0.12965742408323036,0.02625399935564028,0.044144188959489405,1.8353813382158812
Post-Planting,Gari - white,4. South East,0.2472870087620209,0.02266601948081408,0.09165875552575811,0.2028616105796253,0.29171240694441647,12.89425117116252
Post-Planting,Gari - yellow,4. South East,0.17601394719532557,0.026131201878647384,0.1484609730935081,0.12479679151317669,0.22723110287747444,9.1778701037562609
Post-Planting,Gin,4. South East,6.189075868509548e-4,2.978480708777236e-4,0.48124805254560776,3.512536793061653e-5,0.001202689805771293,0.03227160988579979
Post-Planting,Goat,4. South East,0.011148597240800822,0.005655333761174029,0.507268640082992,6.414306889972361e-5,0.022233051412701918,0.5813197132703286
Post-Planting,Ground pepper,4. South East,0.004088649920935165,5.110550757556796e-4,0.12499360073331736,0.003086981972454033,0.005090317869416296,0.21319388873447645
Post-Planting,Groundnut oil,4. South East,0.0544584841482428,0.004236567692152365,0.07779444761297245,0.04615481147162417,0.06276215682486144,2.8396209591583745
Post-Planting,Groundnuts - shelled,4. South East,0.014615595628319546,0.0027619535094938097,0.18897303809789176,0.00920216674971168,0.020029024506927413,0.7620989149052334
Post-Planting,Groundnuts - unshelled,4. South East,0.052468865234578624,0.004720279950794987,0.08996344650663751,0.04321711653102045,0.0617206139381368,2.735876544374457
Post-Planting,Guava,4. South East,0.0489692929266745,0.007487977974067098,0.1529117029580032,0.03429285609750299,0.06364572975584601,2.5533988454623135
Post-Planting,Guinea corn / sorghum,4. South East,7.890139292622604e-4,6.090526555804747e-4,0.7719162273218013,0,0.001982757134199991,0.04114144059724644
Post-Planting,Honey,4. South East,5.462878532605759e-4,2.45333583584912e-4,0.44909214459119484,6.543402943414843e-5,0.0010271416770870033,0.028485009491444314
Post-Planting,Kola nut,4. South East,8.902356888347032e-4,1.7243851863718728e-4,0.19369984915220045,5.522561923058161e-4,0.0012282151853635903,0.046419432346380955
Post-Planting,Leaves,4. South East,0.08075564746705391,0.010533180396662217,0.13043274033508884,0.06011061388959597,0.10140068104451186,4.210830189353525
Post-Planting,Local eggs,4. South East,8.515176745531195e-4,2.542578706638406e-4,0.29859376764818923,3.5317224805199194e-4,0.0013498631010542472,0.04440056445884123
Post-Planting,Maize - shelled/off cob,4. South East,0.012263501289922365,0.00408837650621865,0.3333775900996812,0.004250283337733812,0.02027671924211092,0.6394539958316662
Post-Planting,Maize - unshelled/on cob,4. South East,0.45259068233049127,0.05028179471441419,0.11109772400859406,0.35403836469023947,0.5511429999707431,23.599371292947044
Post-Planting,Maize flour,4. South East,0.018933047240559938,0.009313561279493492,0.4919208810476748,6.784671327526928e-4,0.03718762734836718,0.9872231775434824
Post-Planting,Malt drinks,4. South East,0.03315407650848752,0.006163257811575318,0.18589743587029214,0.021074091197799898,0.04523406181917514,1.7287482750854206
Post-Planting,Mangoes,4. South East,6.814815266124251e-4,5.841523798789284e-4,0.8571800658818884,0,0.0018264201911751248,0.035534393887647876
Post-Planting,Meat pie/Sausage roll,4. South East,0.0026689584962476267,0.0010795193655100891,0.4044721441070813,5.531005398478521e-4,0.004784816452647401,0.13916712159005482
Post-Planting,Melon - ground,4. South East,0.00620111985078596,9.80466248458443e-4,0.15811115928265343,0.004279406003807411,0.008122833697764509,0.3233441065052679
Post-Planting,Melon - shelled,4. South East,0.01850792740397303,0.001612832244443163,0.08714277991478085,0.01534677620486443,0.021669078603081628,0.9650562146357365
Post-Planting,Melon - unshelled,4. South East,0.0018599519397836115,5.086164877190578e-4,0.273456790382568,8.630636238542583e-4,0.002856840255712965,0.09698320828871689
Post-Planting,Milk - tinned,4. South East,0.0023005298328880558,4.5082191512071544e-4,0.19596438554102963,0.0014169188792514534,0.003184140786524658,0.11995619842916291
Post-Planting,Milk powder,4. South East,0.012080298943203734,0.0013074826355849176,0.10823263908717222,0.009517632977457295,0.014642964908950172,0.6299013020384804
Post-Planting,Millet,4. South East,0.0025825382284891405,0.0013944041910375934,0.5399355469960885,0,0.005315570442922824,0.1346609219140766
Post-Planting,Mutton,4. South East,0,0,NA,0,0,0
Post-Planting,Ogbono - ground,4. South East,0.002575604578309617,4.275812813629541e-4,0.1660120054777888,0.0017375452668382271,0.0034136638897810075,0.1342993815832872
Post-Planting,Ogbono - unground,4. South East,0.00706279239514144,8.350936889491321e-4,0.11823845898735473,0.005426008764801142,0.008699576025481739,0.36827417488951797
Post-Planting,Okra - dried,4. South East,0.001451632113579386,3.590315267573946e-4,0.24732955643431356,7.479303211348925e-4,0.0021553339060238793,0.0756922459223537
Post-Planting,Okra - fresh,4. South East,0.07156765049707964,0.003945479800619158,0.05512937442008321,0.06383451008786609,0.07930079090629319,3.731741775919153
Post-Planting,Onions,4. South East,0.17421933002868872,0.009220102712758969,0.052922386461024117,0.15614792871168115,0.1922907313456963,9.084293637210198
Post-Planting,Orange/Tangerine,4. South East,0.09428445035615325,0.010562066176944013,0.11202341570690087,0.07358280064934299,0.11498610006296352,4.916260625713705
Post-Planting,Other alcoholic beverages,4. South East,0,0,NA,0,0,0
Post-Planting,Other domestic poultry,4. South East,0,0,NA,0,0,0
Post-Planting,Other eggs,4. South East,0,0,NA,0,0,0
Post-Planting,Other fish/seafood,4. South East,2.1702846266229278e-4,9.410722197457561e-5,0.43361695890096774,3.257830759212458e-5,4.01478617732461e-4,0.011316484124533838
Post-Planting,Other fruits,4. South East,0.005516501021472321,0.002631792227283586,0.4770763600042217,3.5818825599649284e-4,0.01067481378694815,0.28764612469105677
