product,zone,estimate_kg_person_year,se,cv,ci_low,ci_high
Wheat flour,5. South South,0.27980755606069013,0.11457968840198991,0.40949461842673623,0.05523136679278992,0.5043837453285903
White beans,5. South South,13.78100170510661,1.039294854271558,0.07541504431324778,11.743983790734354,15.818019619478864
Wild game/Bush meat,5. South South,0.4285366226567756,0.14633641939263858,0.3414793780876988,0.14171724064720398,0.7153560046663472
Yam flour,5. South South,0.9419369337961745,0.6435840617125972,0.6832560000793665,0,2.203361694752865
Yam roots,5. South South,49.74728137070903,4.924960388671677,0.09899958857995947,40.09435900891255,59.40020373250552
Agricultural eggs,6. South West,1.3069987526467959,0.1594749553233152,0.12201614959491229,0.9944278402130982,1.6195696650804936
Animal fat,6. South West,0,0,NA,0,0
Apples,6. South West,0.4120986547595413,0.07049166006520939,0.1710553025375468,0.27393500103173096,0.5502623084873517
Avocado pear,6. South West,0.16479562838876366,0.0755566684505157,0.45848709209853905,0.016704558225752897,0.3128866985517744
Baby milk powder,6. South West,0.03829395090377889,0.02554723967774268,0.6671351238198211,0,0.08836654067215455
Bananas,6. South West,5.716303538091996,0.8367612490855042,0.14638152846669875,4.076251489884408,7.356355586299584
Beef,6. South West,3.5147017158932226,0.46218155084572116,0.13149950926298246,2.608825876235609,4.420577555550836
Beer,6. South West,0.4207735155784706,0.1843558429549544,0.43813556730514724,0.05943606338675994,0.7821109677701812
Biscuits,6. South West,0.2925733122683283,0.04091085292915068,0.13983111655662575,0.21238804052719296,0.3727585840094636
Bottled water,6. South West,5.9030615081804445,2.0031810551731315,0.33934612614100823,1.9768266400411068,9.829296376319782
Bread,6. South West,9.914671100683256,0.6368889426619623,0.06423702170191727,8.666368773065809,11.162973428300702
Brown beans,6. South West,11.061225375773066,1.129113077455773,0.10207848037603695,8.848163743959752,13.27428700758638
Buns/Pofpof/Donuts,6. South West,0.27572717839902383,0.040705272245850334,0.14762879917097954,0.19594484479715718,0.3555095120008905
Butter/Margarine,6. South West,0.021306779595271604,0.008550096327202404,0.40128524768237805,0.004548590793954893,0.038064968396588315
Cake,6. South West,0.09592204703412431,0.031647867820476794,0.32993319887364425,0.0338922261059898,0.15795186796225882
Canned fish/seafood,6. South West,0,0,NA,0,0
Cashew nut,6. South West,0.009877051995279879,0.005359180132168991,0.5425890371671707,0,0.020381045054331103
Cassava flour,6. South West,6.7614905784277335,0.839824575481941,0.12420701703872336,5.115434410483129,8.407546746372338
Cassava roots,6. South West,4.223194824786722,1.7903169942464787,0.4239247935564736,0.7141735160636236,7.73221613350982
Cheese/wara,6. South West,0.17400379943338262,0.07548805217434185,0.43382990727879167,0.026047217171672604,0.32196038169509267
Chicken,6. South West,1.7139127234220999,0.3986793184969841,0.23261354738119763,0.932501259168011,2.495324187676189
Chocolate drinks,6. South West,0.2613876103357829,0.02900448385233749,0.11096349905444196,0.2045388219852014,0.3182363986863644
Coconut,6. South West,0.4824467830685786,0.2560213965366077,0.5306728234525608,0,0.9842487202803297
Cocoyam,6. South West,3.034177118601325,0.478992820413642,0.15786580733113068,2.095351190590587,3.973003046612063
Coffee,6. South West,0.0022571025299407675,0.0010067391167616446,0.446031628340811,2.838938610879439e-4,0.0042303111987935915
Dry pepper,6. South West,0.085310937532601,0.015829737061796436,0.1855534298371438,0.054284652891479976,0.11633722217372201
Duck,6. South West,0,0,NA,0,0
Fish - dried,6. South West,0.956455379037525,0.11978705153093773,0.1252406062596236,0.721672758036887,1.191238000038163
Fish - fresh,6. South West,1.4621607500724183,0.3213458432413702,0.2197746336888434,0.8323228973193327,2.091998602825504
Fish - frozen,6. South West,5.312049017050934,0.532236294073018,0.10019416092822449,4.268865880667819,6.3552321534340495
Fish - smoked,6. South West,3.453435113895205,0.5330415295762061,0.154351106071594,2.408673715925841,4.498196511864569
Fresh milk,6. South West,0.9649567062839242,0.9227339127282029,0.956243846712748,0,2.7735151752312017
Fresh pepper,6. South West,8.706786706826234,0.46435080641436915,0.05333205257575818,7.79665912625407,9.616914287398398
Fruit juice,6. South West,0.17060211087611507,0.06568458078207501,0.38501622544267766,0.04186033254324806,0.2993438892089821
Garden eggs/Eggplant,6. South West,0.3102590589285628,0.09910180516931527,0.31941631458417297,0.11601952079670488,0.5044985970604208
Gari - white,6. South West,13.5762309668527,1.057376405920673,0.07788438547505049,11.50377321124818,15.64868872245722
Gari - yellow,6. South West,2.936221704146628,0.7620269983554369,0.25952638292921737,1.4426487873699716,4.429794620923284
Gin,6. South West,0.03622289792419439,0.026676919380356694,0.7364656311094965,0,0.0885096599096935
Goat,6. South West,0.13086848606288076,0.07281427957463406,0.5563927708283235,0,0.2735844740291635
Ground pepper,6. South West,0.05590695592791685,0.012274507376520957,0.21955241834928355,0.03184892146993577,0.07996499038589792
Groundnut oil,6. South West,2.7807656315317573,0.30605638956794956,0.11006191463872539,2.180895107978576,3.3806361550849386
Groundnuts - shelled,6. South West,0.3537741486251015,0.06365121819185404,0.179920490061884,0.22901776096906756,0.4785305362811354
Groundnuts - unshelled,6. South West,0.020400863465056283,0.009721403455865689,0.476519215596783,0.001346912691559534,0.03945481423855303
Guava,6. South West,0.02327416732273936,0.01730495284230094,0.7435261851621058,0,0.0571918748936492
Guinea corn / sorghum,6. South West,0.7763263826746565,0.667302712423143,0.8595646461532105,0,2.0842396990240166
Honey,6. South West,0.0560991334318241,0.016211793751590535,0.28898474468045626,0.02432401767870665,0.08787424918494155
Kola nut,6. South West,0.0178917912093111,0.005307722344162313,0.29665684570475603,0.007488655414752967,0.028294927003869236
Leaves,6. South West,5.479802873948258,0.41057554383763484,0.07492523969969209,4.675074808026494,6.284530939870022
Local eggs,6. South West,0.03133945123401885,0.012654185051296604,0.40377813117418393,0.006537248533477508,0.05614165393456019
Maize - shelled/off cob,6. South West,0.9488565052738088,0.33431231012593027,0.3523317891249096,0.29360437742698553,1.604108633120632
Maize - unshelled/on cob,6. South West,0.030296692277377746,0.021904494892329263,0.7229995503068545,0,0.0732295022663431
Maize flour,6. South West,0.9885618644394539,0.5044282002991037,0.5102646768446106,0,1.9772411370256973
Malt drinks,6. South West,0.7263743205293235,0.21022342395853066,0.2894147246358278,0.3143364095706034,1.1384122314880436
Mangoes,6. South West,1.5246362860745275,0.581089740751932,0.3811333536131824,0.38570039420074087,2.663572177948314
Meat pie/Sausage roll,6. South West,0.032171768315394096,0.019031124165998076,0.5915473460901352,0,0.06947277168075033
Melon - ground,6. South West,0.2305927474170519,0.02559682677915923,0.1110044746241069,0.18042296692989981,0.280762527904204
Melon - shelled,6. South West,0.5671443077006271,0.06769858650887157,0.11936747947509502,0.4344550781432388,0.6998335372580153
Melon - unshelled,6. South West,0.027029748600416778,0.014604044964644501,0.540295256923674,0,0.05565367673112
Milk - tinned,6. South West,0.13813617857676527,0.02623223863915821,0.18990129095384223,0.08672099084401519,0.18955136630951536
Milk powder,6. South West,0.29768811522326183,0.036462233392359066,0.12248467952781021,0.22622213777423805,0.3691540926722856
Millet,6. South West,0.38414838771313004,0.29785246057615394,0.7753578307312351,0,0.9679392104423918
Mutton,6. South West,0,0,NA,0,0
Ogbono - ground,6. South West,0.0654109000938956,0.018366199208074536,0.2807819366758499,0.029413149646069503,0.10140865054172168
Ogbono - unground,6. South West,0.03875218545586083,0.010207194391850768,0.2633966129078546,0.018746084447833326,0.05875828646388834
Okra - dried,6. South West,0.06143729541019017,0.0296567670001415,0.48271602456026313,0.0033100320899128316,0.11956455873046751
Okra - fresh,6. South West,2.070167859306309,0.20400340462534983,0.09854437827747417,1.6703211862406233,2.4700145323719944
Onions,6. South West,8.672226672344754,0.387562493767515,0.04469007884715815,7.912604184560425,9.431849160129083
Orange/Tangerine,6. South West,4.464702070258247,0.46445964982655663,0.10402925940357122,3.5543611565981963,5.3750429839182985
Other alcoholic beverages,6. South West,0,0,NA,0,0
Other domestic poultry,6. South West,0.017731269348662173,0.017614285813391,0.9934024162077263,0,0.05225526954290853
Other eggs,6. South West,0,0,NA,0,0
Other fish/seafood,6. South West,0,0,NA,0,0
Other fruits,6. South West,0.02200409796904897,0.01029393625994882,0.467819052361442,0.0018279828995492846,0.04218021303854866
Other grains/flour,6. South West,1.5480833048144718,0.3716869633205925,0.2400949368581537,0.8195768567061105,2.276589752922833
Other meat,6. South West,0.28060970588439277,0.06797983527076155,0.2422576049410361,0.14736922875370012,0.4138501830150854
Other non-alcoholic drinks,6. South West,0,0,NA,0,0
Other nuts/seeds/pulses,6. South West,0.014978479130985259,0.010022229608222527,0.6691086271562794,0,0.03462204916310141
Other oil/fat,6. South West,0.01959445214663378,0.01803399775563645,0.9203624383412318,0,0.05494108774768122
Other spices,6. South West,0.2830059938395377,0.03436459349975339,0.12142708722712729,0.21565139058002103,0.3503605970990543
Other vegetables,6. South West,0.12558572561868292,0.050034366992290094,0.3984080734160019,0.02751836631379434,0.2236530849235715
Palm oil,6. South West,7.589989925094037,0.6844597160876277,0.09017926543283883,6.248448881562287,8.931530968625788
Palm wine,6. South West,0.41289853965941636,0.14996474973435622,0.36320000031498345,0.11896763018007817,0.7068294491387546
Pawpaw,6. South West,5.290791058179525,0.9243975727958161,0.17471821559966996,3.478971815499725,7.102610300859324
Pineapples,6. South West,3.670499387345102,0.6610277004845994,0.18009203400595725,2.3748850943952875,4.966113680294917
Pito,6. South West,0.002043358859808882,0.0020586826680816313,1.0074993230871754,0,0.006078376889248879
Plantains,6. South West,6.643044589949639,0.7133139147358328,0.10737755935208022,5.244949317067407,8.041139862831871
Pork,6. South West,0.015857000153719134,0.015908871144008196,1.0032711729700585,0,0.0470383875959752
Potatoes,6. South West,0.21992173113144128,0.10472341073631727,0.47618491450363726,0.014663846088259436,0.42517961617462313
Rice - imported,6. South West,13.363369855840292,1.0129296011960716,0.0757989647913085,11.378027837495992,15.348711874184591
Rice - local,6. South West,8.242527130312624,1.3932402966003914,0.16903072013880632,5.511776148975857,10.97327811164939
Sachet water,6. South West,126.57367219474509,16.003629316439213,0.12643726802692568,95.20655873452424,157.94078565496594
Salt,6. South West,1.3117789159468562,0.10388147695321741,0.07919129945630711,1.1081712211185502,1.5153866107751623
Seafood,6. South West,0.005888937319360963,0.0027138710884244224,0.46084224389722617,5.697499860490953e-4,0.011208124652672832
Snails,6. South West,0.015039334437528374,0.010332812962494158,0.6870525424788874,0,0.03529164784401692
Soft drinks,6. South West,3.7401893479537596,0.4090299295133538,0.10936075461985159,2.938490686107586,4.5418880097999335
Soya beans,6. South West,0.03874944825319219,0.01612344112424539,0.41609472782408297,0.007147503649671226,0.07035139285671316
Sugar,6. South West,0.8229756046135862,0.09457147291790083,0.11491406596712574,0.6376155176945006,1.0083356915326718
Sweet potatoes,6. South West,2.2804753095545807,0.4649229452359699,0.20387107165250476,1.3692263368920798,3.1917242822170815
Tea,6. South West,0.0778949611915743,0.01323310737599322,0.16988399729024595,0.05195807073462759,0.103831851648521
Tomato puree - canned,6. South West,0.4017164929288935,0.08193111438930671,0.2039525780780155,0.24113150872585234,0.5623014771319347
Tomatoes,6. South West,14.078653512961033,0.8911281668976418,0.06329640587271042,12.332042305841656,15.82526472008041
Watermelon,6. South West,7.245094897774318,1.0686628776116367,0.1475015707440807,5.15051565765551,9.339674137893127
Wheat flour,6. South West,2.361135257957873,0.37194474239283076,0.15752792693228546,1.6321235628679247,3.090146953047821
White beans,6. South West,2.9796727841904715,0.4875821997813625,0.16363615574447402,2.024011672619001,3.935333895761942
Wild game/Bush meat,6. South West,0.8516360714063248,0.2556139100175134,0.30014453191891305,0.35063280777199857,1.3526393350406511
Yam flour,6. South West,4.952912347913766,0.616613578278794,0.12449515254161929,3.7443497344873293,6.161474961340202
Yam roots,6. South West,51.63589043267475,4.12216724797403,0.07983143533369878,43.55644262664565,59.71533823870385
