population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,2,DALYs (Disability-Adjusted Life Years),25323,Bayelsa,3,Both,27,Age-standardized,389,Vitamin A deficiency,3,Rate,2023,14.648901078635662,23.925444062659565,8.36342603166804
1,All Population,2,DALYs (Disability-Adjusted Life Years),25323,Bayelsa,3,Both,27,Age-standardized,390,Dietary iron deficiency,3,Rate,2023,822.796538465113,1477.720006844542,357.51123513876706
1,All Population,2,DALYs (Disability-Adjusted Life Years),25342,Lagos,3,Both,27,Age-standardized,389,Vitamin A deficiency,3,Rate,2023,5.312465432494317,8.284831681253083,3.230546484857907
1,All Population,2,DALYs (Disability-Adjusted Life Years),25342,Lagos,3,Both,27,Age-standardized,390,Dietary iron deficiency,3,Rate,2023,351.4794055160295,826.9987937896858,90.2771816990519
1,All Population,2,DALYs (Disability-Adjusted Life Years),25348,Oyo,3,Both,27,Age-standardized,389,Vitamin A deficiency,3,Rate,2023,15.015867273034889,23.67209559636952,8.851708513885761
1,All Population,2,DALYs (Disability-Adjusted Life Years),25348,Oyo,3,Both,27,Age-standardized,390,Dietary iron deficiency,3,Rate,2023,611.4943534893403,1308.4938210971818,210.56488407050549
1,All Population,2,DALYs (Disability-Adjusted Life Years),25335,Jigawa,3,Both,27,Age-standardized,389,Vitamin A deficiency,3,Rate,2023,132.66020394362994,233.68612504504597,67.1259033969804
1,All Population,2,DALYs (Disability-Adjusted Life Years),25335,Jigawa,3,Both,27,Age-standardized,390,Dietary iron deficiency,3,Rate,2023,1100.3111332266474,1785.975228616467,516.5715924949116
1,All Population,2,DALYs (Disability-Adjusted Life Years),25350,Rivers,3,Both,27,Age-standardized,389,Vitamin A deficiency,3,Rate,2023,8.878269393207189,14.45159922953369,5.220433628905103
1,All Population,2,DALYs (Disability-Adjusted Life Years),25350,Rivers,3,Both,27,Age-standardized,390,Dietary iron deficiency,3,Rate,2023,830.6750794598074,1464.9383965845655,435.94540939698305
1,All Population,2,DALYs (Disability-Adjusted Life Years),25349,Plateau,3,Both,27,Age-standardized,389,Vitamin A deficiency,3,Rate,2023,21.4755504747079,34.28179099248588,12.367687987592001
1,All Population,2,DALYs (Disability-Adjusted Life Years),25349,Plateau,3,Both,27,Age-standardized,390,Dietary iron deficiency,3,Rate,2023,677.1536294801303,1331.201537189626,253.01205349616507
1,All Population,2,DALYs (Disability-Adjusted Life Years),25351,Sokoto,3,Both,27,Age-standardized,389,Vitamin A deficiency,3,Rate,2023,91.44852257623843,137.6872224768225,55.56620416939782
1,All Population,2,DALYs (Disability-Adjusted Life Years),25351,Sokoto,3,Both,27,Age-standardized,390,Dietary iron deficiency,3,Rate,2023,931.6947086425641,1567.4325854660615,433.25839220085805
1,All Population,2,DALYs (Disability-Adjusted Life Years),25334,Imo,3,Both,27,Age-standardized,389,Vitamin A deficiency,3,Rate,2023,8.280002242293303,13.598938449056705,4.735976732152327
1,All Population,2,DALYs (Disability-Adjusted Life Years),25334,Imo,3,Both,27,Age-standardized,390,Dietary iron deficiency,3,Rate,2023,567.4528439699619,1164.8388493978464,215.80400801936716
1,All Population,2,DALYs (Disability-Adjusted Life Years),25347,Osun,3,Both,27,Age-standardized,389,Vitamin A deficiency,3,Rate,2023,15.799205235979949,23.411291681746864,9.2662015687361
1,All Population,2,DALYs (Disability-Adjusted Life Years),25347,Osun,3,Both,27,Age-standardized,390,Dietary iron deficiency,3,Rate,2023,630.2698786911119,1248.6907146460885,252.86841317849218
1,All Population,2,DALYs (Disability-Adjusted Life Years),25337,Kano,3,Both,27,Age-standardized,389,Vitamin A deficiency,3,Rate,2023,46.0372381473559,69.0348769961971,27.563571299240355
1,All Population,2,DALYs (Disability-Adjusted Life Years),25337,Kano,3,Both,27,Age-standardized,390,Dietary iron deficiency,3,Rate,2023,843.7469760551081,1504.6329492524649,361.82697439011366
1,All Population,2,DALYs (Disability-Adjusted Life Years),25324,Benue,3,Both,27,Age-standardized,389,Vitamin A deficiency,3,Rate,2023,20.05591252438046,32.74501079797584,11.382443206444043
1,All Population,2,DALYs (Disability-Adjusted Life Years),25324,Benue,3,Both,27,Age-standardized,390,Dietary iron deficiency,3,Rate,2023,446.6736422365938,896.4166940240525,166.3233494821098
1,All Population,2,DALYs (Disability-Adjusted Life Years),25322,Bauchi,3,Both,27,Age-standardized,389,Vitamin A deficiency,3,Rate,2023,78.2294216690257,119.80827013704186,46.64704593752701
1,All Population,2,DALYs (Disability-Adjusted Life Years),25322,Bauchi,3,Both,27,Age-standardized,390,Dietary iron deficiency,3,Rate,2023,967.5227469042206,1690.2556492303356,398.1240527767542
1,All Population,2,DALYs (Disability-Adjusted Life Years),25336,Kaduna,3,Both,27,Age-standardized,389,Vitamin A deficiency,3,Rate,2023,33.507604819570396,53.18921401855012,18.731997377790208
1,All Population,2,DALYs (Disability-Adjusted Life Years),25336,Kaduna,3,Both,27,Age-standardized,390,Dietary iron deficiency,3,Rate,2023,650.7480603517124,1333.7586842714584,229.01492719759383
1,All Population,2,DALYs (Disability-Adjusted Life Years),25326,Cross River,3,Both,27,Age-standardized,389,Vitamin A deficiency,3,Rate,2023,16.476690470603206,27.045474033971075,9.295019559945047
1,All Population,2,DALYs (Disability-Adjusted Life Years),25326,Cross River,3,Both,27,Age-standardized,390,Dietary iron deficiency,3,Rate,2023,602.4340460085472,1169.7954605043549,194.68535464400478
1,All Population,2,DALYs (Disability-Adjusted Life Years),25328,Ebonyi,3,Both,27,Age-standardized,389,Vitamin A deficiency,3,Rate,2023,20.545837515887865,35.23146260220497,11.453526850457472
1,All Population,2,DALYs (Disability-Adjusted Life Years),25328,Ebonyi,3,Both,27,Age-standardized,390,Dietary iron deficiency,3,Rate,2023,990.6559988972122,1608.8250902409666,528.2608572078389
